date-time,episode,total_steps,reward,pid,steps,avg_loss,value_net,target_net,epsilon
2022/12/26-12:16:05,26,1754,1.0,27464,55,0.016572,-849.0152587890625,5.324866771697998,0.9975999999999999
2022/12/26-12:16:07,27,1866,1.0,27467,51,0.022458,-862.111083984375,5.324866771697998,0.99715
2022/12/26-12:16:07,28,1878,1.0,27466,50,0.020020,-865.5355224609375,5.324866771697998,0.9973
2022/12/26-12:16:10,29,2056,0.0,27468,49,0.023561,-881.9634399414062,5.324866771697998,0.9973
2022/12/26-12:16:11,30,2101,2.0,27462,58,0.024369,-884.855224609375,5.324866771697998,0.99745
2022/12/26-12:16:12,31,2115,2.0,27461,75,0.023718,-885.3277587890625,5.324866771697998,0.99715
2022/12/26-12:16:13,32,2173,1.0,27463,72,0.015336,-888.9050903320312,5.324866771697998,0.9964
2022/12/26-12:16:13,33,2204,0.0,27464,48,0.013169,-889.6945190429688,5.324866771697998,0.9967999999999999
2022/12/26-12:16:15,34,2289,3.0,27467,61,0.026216,-890.381591796875,5.324866771697998,0.9962
2022/12/26-12:16:16,35,2369,3.0,27460,80,0.025856,-892.809814453125,5.324866771697998,0.9973
2022/12/26-12:16:17,36,2409,3.0,27466,63,0.023497,-893.8977661132812,5.324866771697998,0.9964
2022/12/26-12:16:19,37,2520,0.0,27462,45,0.020783,-899.2230224609375,5.324866771697998,0.9965999999999999
2022/12/26-12:16:19,38,2542,0.0,27463,44,0.013137,-902.070556640625,5.324866771697998,0.9954999999999999
2022/12/26-12:16:20,39,2598,2.0,27468,72,0.023258,-904.9901123046875,5.324866771697998,0.9964
2022/12/26-12:16:21,40,2638,1.0,27464,55,0.013560,-906.828857421875,5.324866771697998,0.9959999999999999
2022/12/26-12:16:24,41,2841,2.0,27460,57,0.026251,-906.3904418945312,5.324866771697998,0.9964
2022/12/26-12:16:24,42,2847,3.0,27461,92,0.024302,-906.852294921875,5.324866771697998,0.9962
2022/12/26-12:16:25,43,2861,1.0,27466,57,0.022110,-906.573486328125,5.324866771697998,0.9954999999999999
2022/12/26-12:16:26,44,2901,3.0,27467,83,0.027228,-905.453369140625,5.324866771697998,0.99525
2022/12/26-12:16:27,45,3007,2.0,27463,60,0.015385,-905.78564453125,5.324866771697998,0.9945999999999999
2022/12/26-12:16:29,46,3084,3.0,27462,75,0.023158,-905.7117919921875,5.324866771697998,0.9957499999999999
2022/12/26-12:16:29,47,3085,0.0,27464,55,0.011662,-906.4364624023438,5.324866771697998,0.9951999999999999
2022/12/26-12:16:32,48,3266,1.0,27466,48,0.021425,-911.0729370117188,5.324866771697998,0.9945999999999999
2022/12/26-12:16:32,49,3296,1.0,27467,49,0.025920,-909.77294921875,5.324866771697998,0.9943
2022/12/26-12:16:33,50,3359,3.0,27461,64,0.026228,-907.7814331054688,5.324866771697998,0.99525
2022/12/26-12:16:34,51,3376,4.0,27468,96,0.025527,-906.0828247070312,5.324866771697998,0.9954999999999999
2022/12/26-12:16:34,52,3391,0.0,27462,37,0.021193,-907.1472778320312,5.324866771697998,0.9948999999999999
2022/12/26-12:16:34,53,3391,0.0,27463,47,0.013626,-907.1472778320312,5.324866771697998,0.9936999999999999
2022/12/26-12:16:35,54,3419,3.0,27460,77,0.027008,-905.32373046875,5.324866771697998,0.9954999999999999
2022/12/26-12:16:40,55,3714,1.0,27467,56,0.024915,-903.338623046875,5.324866771697998,0.99335
2022/12/26-12:16:40,56,3717,0.0,27461,43,0.023865,-903.8585815429688,5.324866771697998,0.9943
2022/12/26-12:16:40,57,3751,4.0,27464,85,0.016176,-903.4465942382812,5.324866771697998,0.9943999999999998
2022/12/26-12:16:41,58,3807,0.0,27460,45,0.024191,-905.9221801757812,5.324866771697998,0.9945999999999999
2022/12/26-12:16:42,59,3837,2.0,27468,56,0.025768,-906.7037353515625,5.324866771697998,0.9945999999999999
2022/12/26-12:16:43,60,3873,3.0,27466,67,0.023291,-909.4853515625,5.324866771697998,0.9936999999999999
2022/12/26-12:16:44,61,3946,2.0,27462,67,0.021676,-913.0174560546875,5.324866771697998,0.9940499999999999
2022/12/26-12:16:44,62,3952,0.0,27467,34,0.023459,-913.5177612304688,5.324866771697998,0.9924
2022/12/26-12:16:45,63,3973,4.0,27463,83,0.017557,-913.2173461914062,5.324866771697998,0.9927999999999999
2022/12/26-12:16:45,64,4010,0.0,27464,34,0.015250,-916.09521484375,5.324866771697998,0.9935999999999998
2022/12/26-12:16:47,65,4105,1.0,27461,45,0.023077,-917.2081298828125,5.324866771697998,0.99335
2022/12/26-12:16:50,66,4244,1.0,27468,47,0.024830,-918.0963134765625,5.324866771697998,0.9936999999999999
2022/12/26-12:16:51,67,4266,2.0,27460,61,0.024305,-918.2879028320312,5.324866771697998,0.9936999999999999
2022/12/26-12:16:51,68,4300,0.0,27466,48,0.021200,-917.0885620117188,5.324866771697998,0.9927999999999999
2022/12/26-12:16:53,69,4368,2.0,27462,52,0.022810,-916.4575805664062,5.324866771697998,0.9931999999999999
2022/12/26-12:16:53,70,4375,1.0,27464,43,0.015471,-916.0006713867188,5.324866771697998,0.9927999999999998
2022/12/26-12:16:55,71,4468,1.0,27467,62,0.022286,-914.0853881835938,5.324866771697998,0.9914499999999999
2022/12/26-12:16:57,72,4576,3.0,27463,77,0.019289,-913.6195678710938,5.324866771697998,0.9918999999999999
2022/12/26-12:16:59,73,4665,1.0,27468,54,0.024025,-918.4156494140625,5.324866771697998,0.9927999999999999
2022/12/26-12:17:00,74,4704,2.0,27460,53,0.025090,-918.9038696289062,5.324866771697998,0.9927999999999999
2022/12/26-12:17:03,75,4842,3.0,27466,79,0.022516,-923.5770874023438,5.324866771697998,0.9918999999999999
2022/12/26-12:17:05,76,4903,6.0,27461,104,0.026745,-925.6019287109375,5.324866771697998,0.9924
2022/12/26-12:17:06,77,4947,2.0,27467,66,0.022617,-927.7198486328125,5.324866771697998,0.9904999999999999
2022/12/26-12:17:06,78,4952,1.0,27464,68,0.015140,-927.7107543945312,5.324866771697998,0.9919999999999998
2022/12/26-12:17:08,79,5036,0.0,27468,40,0.022402,-929.5036010742188,5.324866771697998,0.9918999999999999
2022/12/26-12:17:08,80,5055,5.0,27462,98,0.025673,-929.4617919921875,5.324866771697998,0.9923499999999998
2022/12/26-12:17:09,81,5079,2.0,27463,61,0.019903,-929.1295776367188,5.324866771697998,0.9909999999999999
2022/12/26-12:17:14,82,5388,2.0,27466,58,0.022755,-921.7117309570312,5.324866771697998,0.9909999999999999
2022/12/26-12:17:14,83,5395,2.0,27464,55,0.016411,-921.207275390625,5.324866771697998,0.9911999999999997
2022/12/26-12:17:15,84,5402,0.0,27468,40,0.020949,-921.6112060546875,5.324866771697998,0.9909999999999999
2022/12/26-12:17:16,85,5440,1.0,27463,54,0.019596,-919.9227905273438,5.324866771697998,0.9900999999999999
2022/12/26-12:17:16,86,5457,2.0,27461,72,0.026288,-919.6502075195312,5.324866771697998,0.9914499999999999
2022/12/26-12:17:16,87,5469,4.0,27460,88,0.026543,-919.1065063476562,5.324866771697998,0.9918999999999999
2022/12/26-12:17:16,88,5476,2.0,27467,63,0.022847,-918.9911499023438,5.324866771697998,0.9895499999999999
2022/12/26-12:17:17,89,5488,1.0,27462,55,0.024549,-918.6353149414062,5.324866771697998,0.9914999999999998
2022/12/26-12:17:21,90,5751,0.0,27463,41,0.018636,-924.7608642578125,5.324866771697998,0.9891999999999999
2022/12/26-12:17:21,91,5753,1.0,27468,46,0.020810,-925.3690185546875,5.324866771697998,0.9900999999999999
2022/12/26-12:17:22,92,5842,0.0,27461,50,0.024535,-926.8119506835938,5.324866771697998,0.9904999999999999
2022/12/26-12:17:25,93,5990,3.0,27464,83,0.017933,-924.6594848632812,5.324866771697998,0.9903999999999997
2022/12/26-12:17:26,94,6021,2.0,27462,58,0.024829,-923.3529052734375,5.324866771697998,0.9906499999999998
2022/12/26-12:17:26,95,6021,2.0,27460,66,0.026452,-923.1764526367188,5.324866771697998,0.9909999999999999
2022/12/26-12:17:26,96,6021,3.0,27466,78,0.023659,-922.808349609375,5.324866771697998,0.9900999999999999
2022/12/26-12:17:26,97,6067,2.0,27467,68,0.022825,-920.3944091796875,5.324866771697998,0.9885999999999999
2022/12/26-12:17:29,98,6231,2.0,27468,57,0.021465,-915.2709350585938,5.324866771697998,0.9891999999999999
2022/12/26-12:17:30,99,6296,2.0,27463,64,0.019046,-914.809814453125,5.324866771697998,0.9882999999999998
2022/12/26-12:17:32,100,6398,0.0,27462,42,0.023345,-916.084228515625,5.324866771697998,0.9897999999999998
2022/12/26-12:17:34,101,6471,0.0,27466,53,0.022107,-916.8453369140625,5.324866771697998,0.9891999999999999
2022/12/26-12:17:34,102,6488,0.0,27460,65,0.024455,-916.8865966796875,5.324866771697998,0.9900999999999999
2022/12/26-12:17:35,103,6521,5.0,27461,92,0.026765,-915.499267578125,5.324866771697998,0.9895499999999999
2022/12/26-12:17:35,104,6563,2.0,27467,66,0.022981,-916.5724487304688,5.324866771697998,0.9876499999999999
2022/12/26-12:17:37,105,6642,3.0,27464,81,0.019115,-915.852294921875,5.324866771697998,0.9895999999999997
2022/12/26-12:17:42,106,6878,3.0,27468,90,0.022048,-916.134521484375,5.324866771697998,0.9882999999999998
2022/12/26-12:17:42,107,6887,1.0,27460,52,0.024003,-915.7927856445312,5.324866771697998,0.9891999999999999
2022/12/26-12:17:43,108,6965,0.0,27461,48,0.025075,-917.2626342773438,5.324866771697998,0.9885999999999999
2022/12/26-12:17:44,109,6983,5.0,27463,88,0.021680,-916.4903564453125,5.324866771697998,0.9873999999999998
2022/12/26-12:17:44,110,6984,2.0,27462,62,0.023161,-916.6888427734375,5.324866771697998,0.9889499999999998
2022/12/26-12:17:44,111,6992,2.0,27466,63,0.022170,-917.1554565429688,5.324866771697998,0.9882999999999998
2022/12/26-12:17:44,112,7002,1.0,27467,54,0.022418,-917.6618041992188,5.324866771697998,0.9866999999999999
2022/12/26-12:17:45,113,7043,1.0,27464,50,0.018924,-917.879638671875,5.324866771697998,0.9887999999999997
2022/12/26-12:17:48,114,7235,0.0,27468,47,0.020831,-915.38330078125,5.324866771697998,0.9873999999999998
2022/12/26-12:17:50,115,7312,0.0,27463,42,0.020661,-913.917724609375,5.324866771697998,0.9864999999999998
2022/12/26-12:17:50,116,7326,1.0,27460,53,0.023570,-913.9503173828125,5.324866771697998,0.9882999999999998
2022/12/26-12:17:52,117,7453,2.0,27461,59,0.025030,-910.0425415039062,5.324866771697998,0.9876499999999999
2022/12/26-12:17:53,118,7489,3.0,27467,64,0.023518,-909.9940185546875,5.324866771697998,0.9857499999999999
2022/12/26-12:17:53,119,7496,3.0,27466,72,0.023043,-909.6746215820312,5.324866771697998,0.9873999999999998
2022/12/26-12:17:55,120,7610,2.0,27464,69,0.019282,-907.5831909179688,5.324866771697998,0.9879999999999997
2022/12/26-12:17:55,121,7610,3.0,27462,86,0.023664,-907.5831909179688,5.324866771697998,0.9880999999999998
2022/12/26-12:17:57,122,7737,1.0,27460,53,0.023024,-906.0836181640625,5.324866771697998,0.9873999999999998
2022/12/26-12:17:58,123,7791,2.0,27468,65,0.020880,-904.0899658203125,5.324866771697998,0.9864999999999998
2022/12/26-12:18:01,124,7945,3.0,27466,66,0.023934,-904.1913452148438,5.324866771697998,0.9864999999999998
2022/12/26-12:18:01,125,7952,3.0,27463,74,0.021517,-903.9520263671875,5.324866771697998,0.9855999999999998
2022/12/26-12:18:01,126,7978,2.0,27461,70,0.024792,-903.7116088867188,5.324866771697998,0.9866999999999999
2022/12/26-12:18:02,127,7990,1.0,27462,48,0.023274,-904.2018432617188,5.324866771697998,0.9872499999999997
2022/12/26-12:18:02,128,7996,2.0,27467,55,0.023718,-904.3778076171875,5.324866771697998,0.9847999999999999
2022/12/26-12:18:05,129,8148,2.0,27464,60,0.019705,-906.1029663085938,5.324866771697998,0.9871999999999996
2022/12/26-12:18:06,130,8234,1.0,27460,66,0.022439,-906.803955078125,5.324866771697998,0.9864999999999998
2022/12/26-12:18:07,131,8299,2.0,27468,62,0.021287,-904.8499145507812,5.324866771697998,0.9855999999999998
2022/12/26-12:18:10,132,8452,0.0,27467,60,0.022497,-903.573974609375,5.324866771697998,0.9838499999999999
2022/12/26-12:18:10,133,8476,1.0,27466,77,0.023298,-904.4108276367188,5.324866771697998,0.9855999999999998
2022/12/26-12:18:12,134,8532,3.0,27463,72,0.022303,-902.1840209960938,5.324866771697998,0.9846999999999998
2022/12/26-12:18:13,135,8587,4.0,27461,78,0.025909,-901.9935913085938,5.324866771697998,0.9857499999999999
2022/12/26-12:18:14,136,8637,2.0,27462,72,0.023207,-902.5226440429688,5.324866771697998,0.9863999999999997
2022/12/26-12:18:15,137,8682,3.0,27464,63,0.020755,-902.6038208007812,5.324866771697998,0.9863999999999996
2022/12/26-12:18:15,138,8715,1.0,27460,62,0.021887,-901.9783325195312,5.324866771697998,0.9855999999999998
2022/12/26-12:18:17,139,8802,2.0,27468,59,0.021507,-898.6588134765625,5.324866771697998,0.9846999999999998
2022/12/26-12:18:18,140,8858,1.0,27463,44,0.022240,-898.2103271484375,5.324866771697998,0.9837999999999998
2022/12/26-12:18:19,141,8922,1.0,27467,63,0.022060,-897.4432983398438,5.324866771697998,0.9828999999999999
2022/12/26-12:18:19,142,8946,2.0,27466,67,0.023520,-896.5891723632812,5.324866771697998,0.9846999999999998
2022/12/26-12:18:20,143,9014,1.0,27461,49,0.025445,-896.6198120117188,5.324866771697998,0.9847999999999999
2022/12/26-12:18:21,144,9077,1.0,27464,48,0.020554,-898.1297607421875,5.324866771697998,0.9855999999999996
2022/12/26-12:18:22,145,9119,1.0,27468,40,0.021486,-899.384521484375,5.324866771697998,0.9837999999999998
2022/12/26-12:18:24,146,9230,1.0,27460,51,0.021501,-902.59423828125,5.324866771697998,0.9846999999999998
2022/12/26-12:18:25,147,9284,0.0,27463,57,0.021321,-905.293212890625,5.324866771697998,0.9828999999999998
2022/12/26-12:18:25,148,9292,4.0,27462,84,0.024197,-905.1776123046875,5.324866771697998,0.9855499999999997
2022/12/26-12:18:27,149,9401,0.0,27461,49,0.024399,-908.6168823242188,5.324866771697998,0.9838499999999999
2022/12/26-12:18:29,150,9526,4.0,27466,79,0.024702,-908.4398193359375,5.324866771697998,0.9837999999999998
2022/12/26-12:18:30,151,9536,1.0,27464,56,0.020114,-908.6099853515625,5.324866771697998,0.9847999999999996
2022/12/26-12:18:31,152,9612,1.0,27468,52,0.021129,-908.5448608398438,5.324866771697998,0.9828999999999998
2022/12/26-12:18:33,153,9679,2.0,27463,55,0.021621,-909.4081420898438,5.324866771697998,0.9819999999999998
2022/12/26-12:18:33,154,9687,0.0,27461,44,0.023677,-909.4815063476562,5.324866771697998,0.9828999999999999
2022/12/26-12:18:33,155,9718,1.0,27460,61,0.021057,-908.65283203125,5.324866771697998,0.9837999999999998
2022/12/26-12:18:34,156,9734,4.0,27467,103,0.022883,-908.7164306640625,5.324866771697998,0.9819499999999999
2022/12/26-12:18:34,157,9754,1.0,27462,51,0.023825,-908.6837158203125,5.324866771697998,0.9846999999999997
2022/12/26-12:18:37,158,9936,1.0,27464,46,0.019929,-906.8547973632812,5.324866771697998,0.9839999999999995
2022/12/26-12:18:38,159,10000,1.0,27468,55,0.020903,-907.280517578125,5.324866771697998,0.9819999999999998
2022/12/26-12:18:39,160,10001,0.0,27466,57,0.023503,-907.232666015625,5.324866771697998,0.9828999999999998
2022/12/26-12:18:40,161,10070,0.0,27467,37,0.022212,-906.8779907226562,5.324866771697998,0.9809999999999999
2022/12/26-12:18:40,162,10081,0.0,27461,47,0.022752,-907.1082153320312,5.324866771697998,0.9819499999999999
2022/12/26-12:18:42,163,10171,2.0,27460,60,0.021354,-903.1387329101562,5.324866771697998,0.9828999999999998
2022/12/26-12:18:43,164,10237,3.0,27463,71,0.022277,-902.0261840820312,5.324866771697998,0.9810999999999998
2022/12/26-12:18:43,165,10260,2.0,27462,55,0.023992,-900.9813842773438,5.324866771697998,0.9838499999999997
2022/12/26-12:18:45,166,10355,0.0,27468,41,0.020214,-899.4254150390625,5.324866771697998,0.9810999999999998
2022/12/26-12:18:48,167,10538,3.0,27466,73,0.024001,-897.9892578125,5.324866771697998,0.9819999999999998
2022/12/26-12:18:49,168,10590,1.0,27467,59,0.021758,-898.8365478515625,5.324866771697998,0.9800499999999999
2022/12/26-12:18:49,169,10599,3.0,27464,79,0.020455,-899.9450073242188,5.324866771697998,0.9831999999999995
2022/12/26-12:18:50,170,10629,3.0,27461,71,0.023287,-900.1031494140625,5.324866771697998,0.9809999999999999
2022/12/26-12:18:52,171,10722,2.0,27460,72,0.021388,-902.1361083984375,5.324866771697998,0.9819999999999998
2022/12/26-12:18:53,172,10804,1.0,27462,71,0.023359,-903.4825439453125,5.324866771697998,0.9829999999999997
2022/12/26-12:18:53,173,10840,3.0,27463,73,0.022695,-902.2842407226562,5.324866771697998,0.9801999999999997
2022/12/26-12:18:54,174,10888,2.0,27468,69,0.020360,-901.54345703125,5.324866771697998,0.9801999999999997
2022/12/26-12:18:56,175,10960,1.0,27464,47,0.020379,-898.7957763671875,5.324866771697998,0.9823999999999995
2022/12/26-12:18:58,176,11072,0.0,27466,68,0.022944,-894.724609375,5.324866771697998,0.9810999999999998
2022/12/26-12:18:58,177,11090,2.0,27461,59,0.023334,-892.6082153320312,5.324866771697998,0.9800499999999999
2022/12/26-12:19:00,178,11192,3.0,27467,73,0.022263,-886.5896606445312,5.324866771697998,0.9790999999999999
2022/12/26-12:19:01,179,11242,2.0,27462,51,0.023572,-885.294677734375,5.324866771697998,0.9821499999999996
2022/12/26-12:19:02,180,11295,3.0,27463,59,0.023397,-883.536376953125,5.324866771697998,0.9792999999999997
2022/12/26-12:19:02,181,11297,1.0,27460,69,0.020893,-883.3580322265625,5.324866771697998,0.9810999999999998
2022/12/26-12:19:02,182,11313,2.0,27468,56,0.020683,-882.9681396484375,5.324866771697998,0.9792999999999997
2022/12/26-12:19:04,183,11406,1.0,27464,62,0.020174,-884.35693359375,5.324866771697998,0.9815999999999995
2022/12/26-12:19:05,184,11421,1.0,27466,44,0.022800,-884.5789794921875,5.324866771697998,0.9801999999999997
2022/12/26-12:19:05,185,11459,1.0,27461,52,0.023079,-886.094970703125,5.324866771697998,0.9790999999999999
2022/12/26-12:19:07,186,11572,0.0,27462,36,0.022990,-889.1049194335938,5.324866771697998,0.9812999999999996
2022/12/26-12:19:09,187,11669,1.0,27460,46,0.020769,-890.2872314453125,5.324866771697998,0.9801999999999997
2022/12/26-12:19:10,188,11716,1.0,27467,51,0.021838,-890.0408935546875,5.324866771697998,0.9781499999999999
2022/12/26-12:19:10,189,11746,1.0,27468,51,0.020529,-891.0188598632812,5.324866771697998,0.9783999999999997
2022/12/26-12:19:10,190,11759,2.0,27463,67,0.023525,-890.7755126953125,5.324866771697998,0.9783999999999997
2022/12/26-12:19:11,191,11784,1.0,27466,51,0.022551,-890.8451538085938,5.324866771697998,0.9792999999999997
2022/12/26-12:19:12,192,11871,2.0,27464,58,0.020452,-891.4156494140625,5.324866771697998,0.9807999999999995
2022/12/26-12:19:15,193,11996,2.0,27462,53,0.023255,-891.9900512695312,5.324866771697998,0.9804499999999996
2022/12/26-12:19:18,194,12209,2.0,27468,56,0.020757,-893.8445434570312,5.324866771697998,0.9774999999999997
2022/12/26-12:19:19,195,12219,2.0,27467,59,0.021925,-893.8613891601562,5.324866771697998,0.9771999999999998
2022/12/26-12:19:19,196,12227,2.0,27463,65,0.023660,-893.96337890625,5.324866771697998,0.9774999999999997
2022/12/26-12:19:19,197,12261,2.0,27466,58,0.022698,-894.93603515625,5.324866771697998,0.9783999999999997
2022/12/26-12:19:20,198,12263,2.0,27460,72,0.020746,-894.791259765625,5.324866771697998,0.9792999999999997
2022/12/26-12:19:20,199,12278,4.0,27461,105,0.023549,-895.0274047851562,5.324866771697998,0.9781499999999999
2022/12/26-12:19:23,200,12454,1.0,27462,56,0.022899,-895.2880249023438,5.324866771697998,0.9795999999999996
2022/12/26-12:19:23,201,12457,2.0,27464,72,0.020540,-895.5602416992188,5.324866771697998,0.9799999999999994
2022/12/26-12:19:27,202,12665,1.0,27468,55,0.020479,-892.6878662109375,5.324866771697998,0.9765999999999997
2022/12/26-12:19:27,203,12666,1.0,27460,52,0.020614,-893.1953735351562,5.324866771697998,0.9783999999999997
2022/12/26-12:19:28,204,12757,2.0,27461,56,0.023760,-893.3780517578125,5.324866771697998,0.9771999999999998
2022/12/26-12:19:28,205,12757,3.0,27463,72,0.024199,-893.3780517578125,5.324866771697998,0.9765999999999997
2022/12/26-12:19:30,206,12847,3.0,27466,70,0.023075,-893.1446533203125,5.324866771697998,0.9774999999999997
2022/12/26-12:19:31,207,12883,1.0,27462,47,0.022583,-893.3576049804688,5.324866771697998,0.9787499999999996
2022/12/26-12:19:31,208,12889,3.0,27467,79,0.022303,-893.3677978515625,5.324866771697998,0.9762499999999998
2022/12/26-12:19:32,209,12951,3.0,27464,69,0.021140,-891.6251831054688,5.324866771697998,0.9791999999999994
2022/12/26-12:19:35,210,13130,1.0,27461,49,0.023492,-886.7782592773438,5.324866771697998,0.9762499999999998
2022/12/26-12:19:36,211,13207,1.0,27467,43,0.022206,-885.3831787109375,5.324866771697998,0.9752999999999998
2022/12/26-12:19:36,212,13207,1.0,27468,57,0.020108,-885.596923828125,5.324866771697998,0.9756999999999997
2022/12/26-12:19:37,213,13230,2.0,27463,65,0.024273,-883.710693359375,5.324866771697998,0.9756999999999997
2022/12/26-12:19:38,214,13282,1.0,27466,58,0.022788,-882.306396484375,5.324866771697998,0.9765999999999997
2022/12/26-12:19:38,215,13297,4.0,27460,83,0.021457,-881.447998046875,5.324866771697998,0.9774999999999997
2022/12/26-12:19:39,216,13378,1.0,27462,60,0.022257,-878.5731201171875,5.324866771697998,0.9778999999999995
2022/12/26-12:19:39,217,13384,2.0,27464,53,0.021435,-877.5929565429688,5.324866771697998,0.9783999999999994
2022/12/26-12:19:45,218,13689,2.0,27463,63,0.024306,-869.36279296875,5.324866771697998,0.9747999999999997
2022/12/26-12:19:46,219,13734,0.0,27464,46,0.020826,-870.0977783203125,5.324866771697998,0.9775999999999994
2022/12/26-12:19:46,220,13762,2.0,27467,68,0.022197,-870.1918334960938,5.324866771697998,0.9743499999999998
2022/12/26-12:19:47,221,13809,5.0,27461,91,0.024559,-870.18798828125,5.324866771697998,0.9752999999999998
2022/12/26-12:19:47,222,13825,1.0,27460,51,0.021116,-869.95361328125,5.324866771697998,0.9765999999999997
2022/12/26-12:19:48,223,13851,3.0,27466,69,0.023049,-869.7079467773438,5.324866771697998,0.9756999999999997
2022/12/26-12:19:51,224,14048,4.0,27468,112,0.020754,-870.2384033203125,5.324866771697998,0.9747999999999997
2022/12/26-12:19:52,225,14064,5.0,27462,97,0.023326,-871.0267944335938,5.324866771697998,0.9770499999999995
2022/12/26-12:19:52,226,14064,0.0,27467,36,0.021734,-871.0267944335938,5.324866771697998,0.9733999999999998
2022/12/26-12:19:52,227,14086,1.0,27463,48,0.024047,-869.88037109375,5.324866771697998,0.9738999999999997
2022/12/26-12:19:55,228,14244,1.0,27461,52,0.024176,-869.7012939453125,5.324866771697998,0.9743499999999998
2022/12/26-12:19:55,229,14244,1.0,27464,64,0.020493,-869.7012939453125,5.324866771697998,0.9767999999999993
2022/12/26-12:19:59,230,14437,3.0,27466,67,0.023336,-863.0514526367188,5.324866771697998,0.9747999999999997
2022/12/26-12:19:59,231,14451,1.0,27468,49,0.020547,-862.318115234375,5.324866771697998,0.9738999999999997
2022/12/26-12:19:59,232,14451,3.0,27460,77,0.021455,-862.318115234375,5.324866771697998,0.9756999999999997
2022/12/26-12:20:02,233,14599,1.0,27462,72,0.022898,-861.1378784179688,5.324866771697998,0.9761999999999995
2022/12/26-12:20:03,234,14684,4.0,27467,78,0.022399,-861.9608764648438,5.324866771697998,0.9724499999999998
2022/12/26-12:20:04,235,14725,2.0,27464,61,0.020599,-862.1484985351562,5.324866771697998,0.9759999999999993
2022/12/26-12:20:04,236,14755,4.0,27463,85,0.024555,-861.8746948242188,5.324866771697998,0.9729999999999996
2022/12/26-12:20:05,237,14773,1.0,27461,63,0.023716,-860.2322998046875,5.324866771697998,0.9733999999999998
2022/12/26-12:20:06,238,14841,1.0,27468,50,0.020418,-858.3279418945312,5.324866771697998,0.9729999999999996
2022/12/26-12:20:07,239,14902,1.0,27460,58,0.021233,-857.3846435546875,5.324866771697998,0.9747999999999997
2022/12/26-12:20:08,240,14966,1.0,27466,57,0.022962,-857.97607421875,5.324866771697998,0.9738999999999997
2022/12/26-12:20:10,241,15076,2.0,27462,59,0.022827,-854.9698486328125,5.324866771697998,0.9753499999999995
2022/12/26-12:20:11,242,15135,0.0,27467,50,0.021745,-856.712646484375,5.324866771697998,0.9714999999999998
2022/12/26-12:20:13,243,15244,0.0,27468,52,0.019977,-859.9175415039062,5.324866771697998,0.9720999999999996
2022/12/26-12:20:13,244,15253,2.0,27464,64,0.020572,-859.9175415039062,5.324866771697998,0.9751999999999993
