date-time,episode,total_steps,reward,pid,steps,avg_loss,value_net,target_net,epsilon
2022/12/26-16:19:44,7035,182505,9.0,29499,117,0.027133,-2182.638427734375,-2137.005126953125,0.3429166666666642
2022/12/26-16:19:45,7036,182514,7.0,29500,107,0.026504,-2183.217041015625,-2137.005126953125,0.3006666666666689
2022/12/26-16:19:45,7037,182529,7.0,29502,101,0.029002,-2183.633544921875,-2137.005126953125,0.30125000000000224
2022/12/26-16:19:46,7038,182560,4.0,29495,72,0.028144,-2184.17333984375,-2137.005126953125,0.30358333333333554
2022/12/26-16:19:50,7039,182693,7.0,29496,94,0.028699,-2183.728271484375,-2137.005126953125,0.2813333333333379
2022/12/26-16:19:51,7040,182751,15.0,29497,155,0.028064,-2183.1416015625,-2137.005126953125,0.3209999999999999
2022/12/26-16:19:55,7041,182908,5.0,29498,83,0.030752,-2184.3359375,-2137.005126953125,0.30183333333333556
2022/12/26-16:19:56,7042,182916,11.0,29501,104,0.025519,-2182.914306640625,-2137.005126953125,0.2833333333333378
2022/12/26-16:19:59,7043,183065,4.0,29499,70,0.027099,-2180.922119140625,-2137.005126953125,0.34249999999999753
2022/12/26-16:20:00,7044,183115,4.0,29500,73,0.026454,-2180.336181640625,-2137.005126953125,0.3000833333333356
2022/12/26-16:20:04,7045,183238,6.0,29495,82,0.028187,-2181.555908203125,-2137.005126953125,0.3030000000000022
2022/12/26-16:20:11,7046,183518,11.0,29502,127,0.028915,-2186.3876953125,-2137.005126953125,0.3006666666666689
2022/12/26-16:20:12,7047,183544,8.0,29497,98,0.028095,-2186.3212890625,-2137.005126953125,0.3204999999999999
2022/12/26-16:20:13,7048,183575,4.0,29499,69,0.027096,-2186.776611328125,-2137.005126953125,0.34208333333333085
2022/12/26-16:20:16,7049,183682,9.0,29496,123,0.028791,-2187.21875,-2137.005126953125,0.2806666666666712
2022/12/26-16:20:19,7050,183814,8.0,29498,112,0.030698,-2184.662841796875,-2137.005126953125,0.30125000000000224
2022/12/26-16:20:23,7051,183948,8.0,29500,105,0.026398,-2180.8271484375,-2137.005126953125,0.29950000000000226
2022/12/26-16:20:25,7052,184026,10.0,29501,133,0.025456,-2180.7607421875,-2137.005126953125,0.2826666666666712
2022/12/26-16:20:26,7053,184033,4.0,29502,70,0.028888,-2180.690673828125,-2137.005126953125,0.3000833333333356
2022/12/26-16:20:31,7054,184226,5.0,29499,77,0.027058,-2180.384521484375,-2137.005126953125,0.3416666666666642
2022/12/26-16:20:33,7055,184274,11.0,29495,137,0.028068,-2180.198486328125,-2137.005126953125,0.3024166666666689
2022/12/26-16:20:43,7056,184689,5.0,29501,83,0.025409,-2180.076904296875,-2137.005126953125,0.2820000000000045
2022/12/26-16:20:44,7057,184713,7.0,29500,100,0.026368,-2180.016357421875,-2137.005126953125,0.29891666666666894
2022/12/26-16:20:45,7058,184748,13.0,29498,126,0.030701,-2180.1181640625,-2137.005126953125,0.3006666666666689
2022/12/26-16:20:45,7059,184771,15.0,29497,153,0.028171,-2180.321044921875,-2137.005126953125,0.3199999999999999
2022/12/26-16:20:46,7060,184783,10.0,29496,130,0.028842,-2180.442626953125,-2137.005126953125,0.2800000000000046
2022/12/26-16:20:50,7061,184968,5.0,29495,82,0.028006,-2183.9423828125,-2137.005126953125,0.30183333333333556
2022/12/26-16:20:51,7062,184981,13.0,29499,90,0.027186,-2183.79833984375,-2137.005126953125,0.3412499999999975
2022/12/26-16:20:52,7063,185009,10.0,29502,121,0.028900,-2185.397216796875,-2137.005126953125,0.29950000000000226
2022/12/26-16:21:07,7064,185575,5.0,29495,80,0.027944,-2188.923583984375,-2137.005126953125,0.30125000000000224
2022/12/26-16:21:08,7065,185620,12.0,29500,115,0.026679,-2189.869140625,-2137.005126953125,0.2983333333333356
2022/12/26-16:21:10,7066,185706,9.0,29498,121,0.030608,-2190.104248046875,-2137.005126953125,0.3000833333333356
2022/12/26-16:21:10,7067,185706,12.0,29501,115,0.025363,-2190.50390625,-2137.005126953125,0.2813333333333379
2022/12/26-16:21:10,7068,185708,6.0,29499,92,0.027134,-2190.818603515625,-2137.005126953125,0.3408333333333308
2022/12/26-16:21:11,7069,185742,9.0,29496,112,0.028839,-2191.5283203125,-2137.005126953125,0.27933333333333793
2022/12/26-16:21:13,7070,185800,11.0,29497,134,0.028197,-2191.521728515625,-2137.005126953125,0.3194999999999999
2022/12/26-16:21:13,7071,185800,8.0,29502,103,0.028887,-2191.9990234375,-2137.005126953125,0.29891666666666894
2022/12/26-16:21:26,7072,186329,4.0,29502,66,0.028903,-2181.65966796875,-2137.005126953125,0.2983333333333356
2022/12/26-16:21:28,7073,186379,7.0,29495,100,0.027872,-2182.210693359375,-2137.005126953125,0.3006666666666689
2022/12/26-16:21:28,7074,186402,5.0,29501,83,0.025352,-2183.8330078125,-2137.005126953125,0.2806666666666712
2022/12/26-16:21:29,7075,186421,11.0,29500,104,0.026675,-2184.86376953125,-2137.005126953125,0.2977500000000023
2022/12/26-16:21:31,7076,186482,7.0,29498,98,0.030523,-2186.9150390625,-2137.005126953125,0.29950000000000226
2022/12/26-16:21:31,7077,186504,8.0,29499,105,0.027066,-2186.719970703125,-2137.005126953125,0.34041666666666415
2022/12/26-16:21:37,7078,186708,8.0,29497,110,0.028250,-2184.986083984375,-2137.005126953125,0.3189999999999999
2022/12/26-16:21:39,7079,186795,10.0,29496,128,0.028804,-2183.8857421875,-2137.005126953125,0.2786666666666713
2022/12/26-16:21:45,7080,186984,4.0,29495,80,0.027906,-2185.908935546875,-2137.005126953125,0.3000833333333356
2022/12/26-16:21:49,7081,187164,8.0,29502,104,0.028863,-2191.788818359375,-2137.005126953125,0.2977500000000023
2022/12/26-16:21:51,7082,187242,6.0,29499,90,0.027088,-2194.187744140625,-2137.005126953125,0.33999999999999747
2022/12/26-16:21:52,7083,187246,8.0,29501,110,0.025393,-2194.055908203125,-2137.005126953125,0.2800000000000046
2022/12/26-16:21:58,7084,187491,6.0,29497,96,0.028241,-2193.46728515625,-2137.005126953125,0.3184999999999999
2022/12/26-16:21:58,7085,187510,12.0,29500,142,0.026652,-2193.48095703125,-2137.005126953125,0.29716666666666897
2022/12/26-16:21:59,7086,187533,6.0,29496,91,0.028799,-2193.165283203125,-2137.005126953125,0.27800000000000463
2022/12/26-16:22:00,7087,187564,10.0,29498,130,0.030433,-2192.79541015625,-2137.005126953125,0.29891666666666894
2022/12/26-16:22:05,7088,187755,7.0,29495,102,0.027964,-2192.658447265625,-2137.005126953125,0.29950000000000226
2022/12/26-16:22:11,7089,187973,3.0,29500,59,0.026602,-2194.674072265625,-2137.005126953125,0.29658333333333564
2022/12/26-16:22:12,7090,188033,7.0,29499,98,0.027047,-2195.810791015625,-2137.005126953125,0.3395833333333308
2022/12/26-16:22:15,7091,188131,5.0,29496,80,0.028761,-2196.35107421875,-2137.005126953125,0.277333333333338
2022/12/26-16:22:16,7092,188160,9.0,29502,119,0.028768,-2195.91259765625,-2137.005126953125,0.29716666666666897
2022/12/26-16:22:16,7093,188175,9.0,29501,116,0.025381,-2196.926025390625,-2137.005126953125,0.27933333333333793
2022/12/26-16:22:26,7094,188507,7.0,29495,95,0.027915,-2195.10595703125,-2137.005126953125,0.29891666666666894
2022/12/26-16:22:30,7095,188675,12.0,29497,144,0.028248,-2196.104736328125,-2137.005126953125,0.3179999999999999
2022/12/26-16:22:30,7096,188707,9.0,29499,89,0.027069,-2195.615966796875,-2137.005126953125,0.3391666666666641
2022/12/26-16:22:31,7097,188725,6.0,29500,91,0.026601,-2197.06396484375,-2137.005126953125,0.2960000000000023
2022/12/26-16:22:32,7098,188783,5.0,29501,75,0.025448,-2197.33056640625,-2137.005126953125,0.2786666666666713
2022/12/26-16:22:32,7099,188783,11.0,29498,146,0.030415,-2197.3818359375,-2137.005126953125,0.2983333333333356
2022/12/26-16:22:36,7100,188894,9.0,29502,89,0.028890,-2198.450927734375,-2137.005126953125,0.29658333333333564
2022/12/26-16:22:38,7101,188965,2.0,29495,55,0.027880,-2200.093994140625,-2137.005126953125,0.2983333333333356
2022/12/26-16:22:39,7102,189012,8.0,29496,112,0.028741,-2200.0361328125,-2137.005126953125,0.27666666666667133
2022/12/26-16:22:50,7103,189413,6.0,29497,90,0.028209,-2200.973876953125,-2137.005126953125,0.3174999999999999
2022/12/26-16:22:51,7104,189452,6.0,29498,86,0.030487,-2200.49365234375,-2137.005126953125,0.2977500000000023
2022/12/26-16:22:58,7105,189719,6.0,29502,94,0.028830,-2198.08447265625,-2137.005126953125,0.2960000000000023
2022/12/26-16:23:01,7106,189792,10.0,29500,128,0.026655,-2197.693603515625,-2137.005126953125,0.295416666666669
2022/12/26-16:23:01,7107,189812,12.0,29499,154,0.027151,-2197.394775390625,-2137.005126953125,0.33874999999999744
2022/12/26-16:23:06,7108,190009,11.0,29496,132,0.028782,-2196.44677734375,-2137.005126953125,0.2760000000000047
2022/12/26-16:23:07,7109,190063,13.0,29495,135,0.028093,-2196.926513671875,-2137.005126953125,0.2977500000000023
2022/12/26-16:23:08,7110,190094,12.0,29501,161,0.025477,-2197.26123046875,-2137.005126953125,0.27800000000000463
2022/12/26-16:23:12,7111,190224,9.0,29498,92,0.030668,-2197.9794921875,-2137.005126953125,0.29716666666666897
2022/12/26-16:23:13,7112,190263,3.0,29499,59,0.027136,-2198.961181640625,-2137.005126953125,0.33833333333333077
2022/12/26-16:23:14,7113,190275,7.0,29497,107,0.028146,-2198.86083984375,-2137.005126953125,0.3169999999999999
2022/12/26-16:23:19,7114,190469,2.0,29496,54,0.028759,-2196.623291015625,-2137.005126953125,0.27533333333333804
2022/12/26-16:23:21,7115,190548,8.0,29502,102,0.028743,-2194.84521484375,-2137.005126953125,0.295416666666669
2022/12/26-16:23:21,7116,190564,11.0,29500,108,0.026687,-2194.2822265625,-2137.005126953125,0.29483333333333567
2022/12/26-16:23:24,7117,190679,3.0,29498,58,0.030614,-2193.34765625,-2137.005126953125,0.29658333333333564
2022/12/26-16:23:29,7118,190846,6.0,29495,94,0.028039,-2193.87939453125,-2137.005126953125,0.29716666666666897
2022/12/26-16:23:30,7119,190873,3.0,29497,67,0.028133,-2194.54638671875,-2137.005126953125,0.3164999999999999
2022/12/26-16:23:31,7120,190930,7.0,29501,103,0.025447,-2195.040771484375,-2137.005126953125,0.277333333333338
2022/12/26-16:23:40,7121,191247,5.0,29502,81,0.028720,-2195.638916015625,-2137.005126953125,0.29483333333333567
2022/12/26-16:23:40,7122,191271,9.0,29500,89,0.026680,-2194.93359375,-2137.005126953125,0.29425000000000234
2022/12/26-16:23:43,7123,191355,8.0,29498,81,0.030689,-2193.57568359375,-2137.005126953125,0.2960000000000023
2022/12/26-16:23:44,7124,191405,15.0,29499,162,0.027304,-2194.260986328125,-2137.005126953125,0.3379166666666641
2022/12/26-16:23:46,7125,191485,5.0,29497,83,0.028163,-2195.6689453125,-2137.005126953125,0.3159999999999999
2022/12/26-16:23:47,7126,191511,12.0,29496,122,0.028903,-2195.3115234375,-2137.005126953125,0.2746666666666714
2022/12/26-16:23:50,7127,191655,6.0,29501,86,0.025404,-2197.35986328125,-2137.005126953125,0.27666666666667133
2022/12/26-16:23:52,7128,191696,8.0,29495,109,0.027963,-2196.85498046875,-2137.005126953125,0.29658333333333564
2022/12/26-16:24:04,7129,192138,7.0,29500,103,0.026657,-2195.66748046875,-2137.005126953125,0.293666666666669
2022/12/26-16:24:06,7130,192188,6.0,29497,95,0.028165,-2197.158203125,-2137.005126953125,0.3154999999999999
2022/12/26-16:24:06,7131,192193,11.0,29498,106,0.030763,-2196.417724609375,-2137.005126953125,0.295416666666669
2022/12/26-16:24:07,7132,192226,8.0,29499,116,0.027338,-2197.429931640625,-2137.005126953125,0.3374999999999974
2022/12/26-16:24:09,7133,192286,10.0,29502,131,0.028680,-2199.20458984375,-2137.005126953125,0.29425000000000234
2022/12/26-16:24:11,7134,192364,5.0,29501,84,0.025345,-2201.7705078125,-2137.005126953125,0.2760000000000047
2022/12/26-16:24:20,7135,192701,11.0,29496,136,0.028820,-2208.66650390625,-2137.005126953125,0.27400000000000474
2022/12/26-16:24:20,7136,192717,10.0,29495,129,0.028016,-2208.3134765625,-2137.005126953125,0.2960000000000023
2022/12/26-16:24:21,7137,192748,3.0,29497,67,0.028156,-2208.77490234375,-2137.005126953125,0.3149999999999999
2022/12/26-16:24:26,7138,192959,6.0,29500,96,0.026664,-2207.0673828125,-2137.005126953125,0.2930833333333357
2022/12/26-16:24:27,7139,192969,6.0,29499,95,0.027344,-2207.68994140625,-2137.005126953125,0.33708333333333074
2022/12/26-16:24:30,7140,193085,5.0,29501,85,0.025314,-2206.052734375,-2137.005126953125,0.27533333333333804
2022/12/26-16:24:31,7141,193141,15.0,29498,122,0.030817,-2203.298095703125,-2137.005126953125,0.29483333333333567
2022/12/26-16:24:35,7142,193297,10.0,29502,133,0.028837,-2206.841552734375,-2137.005126953125,0.293666666666669
2022/12/26-16:24:38,7143,193402,12.0,29497,84,0.028177,-2210.167236328125,-2137.005126953125,0.3144999999999999
2022/12/26-16:24:39,7144,193408,2.0,29499,51,0.027372,-2210.732421875,-2137.005126953125,0.33666666666666406
2022/12/26-16:24:46,7145,193709,4.0,29498,69,0.030813,-2214.20263671875,-2137.005126953125,0.29425000000000234
2022/12/26-16:24:48,7146,193794,7.0,29501,97,0.025316,-2213.55615234375,-2137.005126953125,0.2746666666666714
2022/12/26-16:24:49,7147,193820,9.0,29500,118,0.026640,-2213.809326171875,-2137.005126953125,0.29250000000000237
2022/12/26-16:24:50,7148,193832,13.0,29496,140,0.029036,-2213.72021484375,-2137.005126953125,0.2733333333333381
2022/12/26-16:24:51,7149,193885,12.0,29495,148,0.027994,-2214.410888671875,-2137.005126953125,0.295416666666669
2022/12/26-16:24:52,7150,193908,4.0,29497,65,0.028133,-2215.6181640625,-2137.005126953125,0.3139999999999999
2022/12/26-16:25:01,7151,194230,7.0,29499,94,0.027323,-2211.4130859375,-2137.005126953125,0.3362499999999974
2022/12/26-16:25:01,7152,194259,3.0,29500,60,0.026629,-2211.011474609375,-2137.005126953125,0.29191666666666904
2022/12/26-16:25:06,7153,194415,7.0,29498,96,0.030728,-2209.32080078125,-2137.005126953125,0.293666666666669
2022/12/26-16:25:11,7154,194598,12.0,29502,154,0.028814,-2205.7587890625,-2137.005126953125,0.2930833333333357
2022/12/26-16:25:13,7155,194663,7.0,29495,100,0.027938,-2204.474853515625,-2137.005126953125,0.29483333333333567
2022/12/26-16:25:13,7156,194681,8.0,29501,106,0.025317,-2204.413818359375,-2137.005126953125,0.27400000000000474
2022/12/26-16:25:15,7157,194718,7.0,29497,99,0.028091,-2204.27734375,-2137.005126953125,0.3134999999999999
2022/12/26-16:25:16,7158,194767,9.0,29496,117,0.028951,-2203.975830078125,-2137.005126953125,0.27266666666667144
2022/12/26-16:25:22,7159,195012,6.0,29500,96,0.026760,-2207.32763671875,-2137.005126953125,0.2913333333333357
2022/12/26-16:25:25,7160,195132,7.0,29499,107,0.027358,-2209.677490234375,-2137.005126953125,0.3358333333333307
2022/12/26-16:25:35,7161,195485,8.0,29502,111,0.028864,-2218.447021484375,-2137.005126953125,0.29250000000000237
2022/12/26-16:25:36,7162,195541,9.0,29501,111,0.025281,-2219.614990234375,-2137.005126953125,0.2733333333333381
2022/12/26-16:25:37,7163,195586,11.0,29498,147,0.030716,-2220.056640625,-2137.005126953125,0.2930833333333357
2022/12/26-16:25:41,7164,195728,8.0,29496,116,0.028935,-2217.718505859375,-2137.005126953125,0.2720000000000048
2022/12/26-16:25:41,7165,195740,14.0,29497,132,0.028047,-2217.67822265625,-2137.005126953125,0.3129999999999999
2022/12/26-16:25:43,7166,195801,11.0,29495,140,0.027884,-2216.954345703125,-2137.005126953125,0.29425000000000234
2022/12/26-16:25:48,7167,195972,8.0,29499,108,0.027299,-2215.717529296875,-2137.005126953125,0.33541666666666403
2022/12/26-16:25:50,7168,196081,5.0,29502,78,0.028809,-2215.03857421875,-2137.005126953125,0.29191666666666904
2022/12/26-16:25:51,7169,196084,9.0,29500,129,0.026745,-2215.08984375,-2137.005126953125,0.2907500000000024
2022/12/26-16:26:03,7170,196554,11.0,29501,130,0.025273,-2212.59130859375,-2137.005126953125,0.27266666666667144
2022/12/26-16:26:03,7171,196559,9.0,29498,121,0.030649,-2212.501220703125,-2137.005126953125,0.29250000000000237
2022/12/26-16:26:06,7172,196665,8.0,29497,113,0.028030,-2212.319580078125,-2137.005126953125,0.3124999999999999
2022/12/26-16:26:08,7173,196738,10.0,29496,125,0.029015,-2211.369140625,-2137.005126953125,0.27133333333333814
2022/12/26-16:26:10,7174,196821,10.0,29495,127,0.027989,-2211.467529296875,-2137.005126953125,0.293666666666669
2022/12/26-16:26:11,7175,196829,10.0,29502,95,0.028912,-2210.90478515625,-2137.005126953125,0.2913333333333357
2022/12/26-16:26:13,7176,196908,7.0,29500,99,0.026718,-2210.58251953125,-2137.005126953125,0.29016666666666907
2022/12/26-16:26:19,7177,197133,15.0,29499,152,0.027538,-2210.043212890625,-2137.005126953125,0.33499999999999736
2022/12/26-16:26:22,7178,197227,4.0,29497,70,0.028054,-2209.346435546875,-2137.005126953125,0.3119999999999999
2022/12/26-16:26:22,7179,197234,5.0,29501,83,0.025321,-2209.52978515625,-2137.005126953125,0.2720000000000048
2022/12/26-16:26:26,7180,197399,5.0,29496,81,0.028952,-2209.4404296875,-2137.005126953125,0.2706666666666715
2022/12/26-16:26:28,7181,197440,9.0,29498,110,0.030579,-2209.306884765625,-2137.005126953125,0.29191666666666904
2022/12/26-16:26:31,7182,197526,9.0,29495,87,0.028025,-2207.892578125,-2137.005126953125,0.2930833333333357
2022/12/26-16:26:33,7183,197645,3.0,29499,61,0.027487,-2207.530029296875,-2137.005126953125,0.3345833333333307
2022/12/26-16:26:39,7184,197820,9.0,29500,123,0.026705,-2207.762451171875,-2137.005126953125,0.28958333333333575
2022/12/26-16:26:39,7185,197828,11.0,29502,116,0.029055,-2207.483154296875,-2137.005126953125,0.2907500000000024
2022/12/26-16:26:41,7186,197921,6.0,29501,84,0.025369,-2210.207763671875,-2137.005126953125,0.27133333333333814
2022/12/26-16:26:46,7187,198111,9.0,29497,114,0.028119,-2210.941162109375,-2137.005126953125,0.3114999999999999
2022/12/26-16:26:49,7188,198222,7.0,29496,105,0.028880,-2211.366455078125,-2137.005126953125,0.27000000000000485
2022/12/26-16:26:50,7189,198254,8.0,29498,110,0.030524,-2210.97314453125,-2137.005126953125,0.2913333333333357
2022/12/26-16:26:55,7190,198433,4.0,29500,75,0.026736,-2208.887451171875,-2137.005126953125,0.2890000000000024
2022/12/26-16:26:56,7191,198469,6.0,29499,93,0.027453,-2208.9091796875,-2137.005126953125,0.334166666666664
2022/12/26-16:26:56,7192,198507,4.0,29501,75,0.025352,-2208.601806640625,-2137.005126953125,0.2706666666666715
2022/12/26-16:27:03,7193,198766,12.0,29495,167,0.028004,-2207.756591796875,-2137.005126953125,0.29250000000000237
2022/12/26-16:27:04,7194,198812,9.0,29502,115,0.028983,-2206.859375,-2137.005126953125,0.29016666666666907
2022/12/26-16:27:06,7195,198874,8.0,29496,74,0.028834,-2207.111328125,-2137.005126953125,0.2693333333333382
2022/12/26-16:27:10,7196,199017,7.0,29498,97,0.030426,-2208.392822265625,-2137.005126953125,0.2907500000000024
2022/12/26-16:27:11,7197,199053,13.0,29497,125,0.028172,-2208.02392578125,-2137.005126953125,0.3109999999999999
2022/12/26-16:27:12,7198,199121,4.0,29501,69,0.025329,-2207.715087890625,-2137.005126953125,0.27000000000000485
2022/12/26-16:27:17,7199,199290,3.0,29502,63,0.028971,-2206.900146484375,-2137.005126953125,0.28958333333333575
2022/12/26-16:27:21,7200,199436,9.0,29500,128,0.026674,-2209.978515625,-2137.005126953125,0.2884166666666691
2022/12/26-16:27:23,7201,199540,10.0,29499,132,0.027417,-2212.9423828125,-2137.005126953125,0.3337499999999973
2022/12/26-16:27:26,7202,199626,7.0,29495,106,0.027980,-2213.8583984375,-2137.005126953125,0.29191666666666904
2022/12/26-16:27:28,7203,199681,4.0,29501,70,0.025316,-2213.666259765625,-2137.005126953125,0.2693333333333382
2022/12/26-16:27:29,7204,199739,11.0,29496,107,0.028818,-2211.302734375,-2137.005126953125,0.26866666666667155
2022/12/26-16:27:30,7205,199767,6.0,29497,91,0.028278,-2211.77197265625,-2137.005126953125,0.3104999999999999
2022/12/26-16:27:34,7206,199887,7.0,29498,112,0.030479,-2213.441650390625,-2137.005126953125,0.29016666666666907
2022/12/26-16:27:37,7207,200013,6.0,29502,87,0.028906,-2217.95556640625,-2137.005126953125,0.2890000000000024
2022/12/26-16:27:43,7208,200217,3.0,29496,57,0.028772,-2218.837646484375,-2218.3125,0.2680000000000049
2022/12/26-16:27:44,7209,200268,5.0,29495,87,0.027962,-2218.2021484375,-2218.3125,0.2913333333333357
2022/12/26-16:27:45,7210,200298,7.0,29499,101,0.027463,-2217.861572265625,-2218.3125,0.33333333333333065
2022/12/26-16:27:49,7211,200460,9.0,29500,118,0.026614,-2215.445068359375,-2218.3125,0.2878333333333358
2022/12/26-16:27:50,7212,200479,6.0,29501,94,0.025276,-2214.50927734375,-2218.3125,0.26866666666667155
2022/12/26-16:27:59,7213,200824,14.0,29497,132,0.028411,-2208.0126953125,-2218.3125,0.3099999999999999
2022/12/26-16:27:59,7214,200824,9.0,29498,114,0.030722,-2207.979248046875,-2218.3125,0.28958333333333575
2022/12/26-16:28:02,7215,200941,9.0,29502,122,0.028938,-2204.255126953125,-2218.3125,0.2884166666666691
2022/12/26-16:28:02,7216,200948,9.0,29496,88,0.028845,-2203.6728515625,-2218.3125,0.26733333333333825
2022/12/26-16:28:07,7217,201143,6.0,29501,89,0.025245,-2202.3837890625,-2218.3125,0.2680000000000049
2022/12/26-16:28:07,7218,201151,8.0,29499,106,0.027442,-2202.47509765625,-2218.3125,0.332916666666664
2022/12/26-16:28:08,7219,201193,8.0,29495,113,0.027976,-2201.9267578125,-2218.3125,0.2907500000000024
2022/12/26-16:28:12,7220,201311,8.0,29500,106,0.026570,-2199.79345703125,-2218.3125,0.28725000000000245
2022/12/26-16:28:26,7221,201859,8.0,29496,114,0.028823,-2203.190673828125,-2218.3125,0.2666666666666716
2022/12/26-16:28:27,7222,201883,9.0,29498,118,0.030699,-2203.044677734375,-2218.3125,0.2890000000000024
2022/12/26-16:28:29,7223,201958,14.0,29497,146,0.028729,-2203.4921875,-2218.3125,0.3094999999999999
2022/12/26-16:28:29,7224,201969,12.0,29502,125,0.029187,-2203.577392578125,-2218.3125,0.2878333333333358
2022/12/26-16:28:33,7225,202107,8.0,29495,116,0.027905,-2203.1552734375,-2218.3125,0.29016666666666907
2022/12/26-16:28:34,7226,202162,13.0,29501,127,0.025541,-2202.79443359375,-2218.3125,0.26733333333333825
2022/12/26-16:28:39,7227,202307,13.0,29500,129,0.026728,-2202.425048828125,-2218.3125,0.2866666666666691
2022/12/26-16:28:44,7228,202476,18.0,29499,166,0.027774,-2199.24365234375,-2218.3125,0.3324999999999973
2022/12/26-16:28:47,7229,202576,4.0,29497,77,0.028708,-2198.542724609375,-2218.3125,0.3089999999999999
2022/12/26-16:28:47,7230,202609,6.0,29496,94,0.028800,-2198.069580078125,-2218.3125,0.26600000000000495
2022/12/26-16:28:51,7231,202739,7.0,29498,100,0.030697,-2196.28271484375,-2218.3125,0.2884166666666691
2022/12/26-16:28:57,7232,202960,10.0,29502,135,0.029138,-2192.207275390625,-2218.3125,0.28725000000000245
2022/12/26-16:28:57,7233,202978,7.0,29501,103,0.025527,-2192.360595703125,-2218.3125,0.2666666666666716
2022/12/26-16:29:01,7234,203098,8.0,29500,108,0.026735,-2190.750244140625,-2218.3125,0.2860833333333358
2022/12/26-16:29:01,7235,203106,4.0,29497,71,0.028682,-2191.114501953125,-2218.3125,0.3084999999999999
2022/12/26-16:29:06,7236,203294,8.0,29499,109,0.027733,-2185.762939453125,-2218.3125,0.3320833333333306
2022/12/26-16:29:12,7237,203445,12.0,29495,161,0.027936,-2185.953125,-2218.3125,0.28958333333333575
2022/12/26-16:29:21,7238,203639,5.0,29501,83,0.025646,-2190.885009765625,-2218.3125,0.26600000000000495
2022/12/26-16:29:29,7239,203787,9.0,29498,120,0.030612,-2197.421630859375,-2218.3125,0.2878333333333358
2022/12/26-16:29:32,7240,203879,5.0,29499,79,0.027681,-2201.2744140625,-2218.3125,0.33166666666666395
2022/12/26-16:29:34,7241,203906,8.0,29502,111,0.029079,-2201.140869140625,-2218.3125,0.2866666666666691
2022/12/26-16:29:35,7242,203938,8.0,29497,111,0.028636,-2202.09912109375,-2218.3125,0.3079999999999999
2022/12/26-16:29:37,7243,203957,17.0,29496,165,0.029014,-2202.407470703125,-2218.3125,0.2653333333333383
2022/12/26-16:29:38,7244,203998,10.0,29500,113,0.026834,-2203.06591796875,-2218.3125,0.2855000000000025
2022/12/26-16:29:49,7245,204228,6.0,29495,93,0.027982,-2201.82080078125,-2218.3125,0.2890000000000024
2022/12/26-16:29:55,7246,204351,6.0,29501,91,0.025615,-2199.568603515625,-2218.3125,0.2653333333333383
2022/12/26-16:29:58,7247,204421,4.0,29499,73,0.027654,-2199.0107421875,-2218.3125,0.33124999999999727
2022/12/26-16:30:01,7248,204476,6.0,29498,87,0.030550,-2196.881591796875,-2218.3125,0.28725000000000245
2022/12/26-16:30:02,7249,204508,5.0,29502,75,0.029106,-2195.865234375,-2218.3125,0.2860833333333358
2022/12/26-16:30:14,7250,204779,8.0,29497,103,0.028605,-2189.278564453125,-2218.3125,0.3074999999999999
2022/12/26-16:30:18,7251,204860,11.0,29500,107,0.026887,-2188.23681640625,-2218.3125,0.28491666666666915
2022/12/26-16:30:18,7252,204875,5.0,29495,83,0.027955,-2189.015625,-2218.3125,0.2884166666666691
2022/12/26-16:30:27,7253,205055,10.0,29496,129,0.028984,-2194.806640625,-2218.3125,0.26466666666667166
2022/12/26-16:30:35,7254,205214,12.0,29501,114,0.025636,-2198.37451171875,-2218.3125,0.26466666666667166
2022/12/26-16:30:37,7255,205238,6.0,29502,89,0.029116,-2199.409423828125,-2218.3125,0.2855000000000025
2022/12/26-16:30:39,7256,205282,8.0,29499,114,0.027605,-2200.94091796875,-2218.3125,0.3308333333333306
2022/12/26-16:30:52,7257,205542,10.0,29498,130,0.030499,-2203.07568359375,-2218.3125,0.2866666666666691
2022/12/26-16:30:59,7258,205702,8.0,29497,121,0.028635,-2204.479736328125,-2218.3125,0.3069999999999999
2022/12/26-16:31:10,7259,205923,9.0,29495,125,0.027959,-2199.035400390625,-2218.3125,0.2878333333333358
2022/12/26-16:31:10,7260,205929,5.0,29499,85,0.027580,-2199.25634765625,-2218.3125,0.3304166666666639
2022/12/26-16:31:10,7261,205944,6.0,29501,85,0.025665,-2198.724609375,-2218.3125,0.264000000000005
2022/12/26-16:31:17,7262,206093,12.0,29500,149,0.027027,-2199.025146484375,-2218.3125,0.2843333333333358
2022/12/26-16:31:22,7263,206193,11.0,29496,141,0.028928,-2201.562744140625,-2218.3125,0.264000000000005
2022/12/26-16:31:26,7264,206280,9.0,29502,130,0.029079,-2204.97412109375,-2218.3125,0.28491666666666915
2022/12/26-16:31:27,7265,206288,8.0,29497,80,0.028672,-2205.70849609375,-2218.3125,0.3064999999999999
2022/12/26-16:31:31,7266,206385,8.0,29498,107,0.030412,-2206.0361328125,-2218.3125,0.2860833333333358
2022/12/26-16:31:41,7267,206599,4.0,29501,78,0.025611,-2199.859619140625,-2218.3125,0.26333333333333836
2022/12/26-16:31:47,7268,206720,7.0,29499,100,0.027611,-2197.8154296875,-2218.3125,0.32999999999999724
2022/12/26-16:31:48,7269,206755,4.0,29496,69,0.028918,-2200.507568359375,-2218.3125,0.26333333333333836
