date-time,episode,total_steps,reward,pid,steps,avg_loss,value_net,target_net,epsilon
2022/12/26-15:51:48,6409,119169,6.0,29502,90,0.027658,-2060.455322265625,-1994.63720703125,0.34675000000000156
2022/12/26-15:51:54,6410,119403,7.0,29497,96,0.026127,-2065.554443359375,-1994.63720703125,0.36199999999999993
2022/12/26-15:51:59,6411,119580,10.0,29501,129,0.024629,-2063.505615234375,-1994.63720703125,0.3346666666666698
2022/12/26-15:51:59,6412,119588,10.0,29496,129,0.028740,-2063.648681640625,-1994.63720703125,0.3320000000000032
2022/12/26-15:52:00,6413,119623,11.0,29495,146,0.026707,-2063.055908203125,-1994.63720703125,0.3502500000000015
2022/12/26-15:52:05,6414,119835,6.0,29499,92,0.026455,-2067.377685546875,-1994.63720703125,0.37583333333333163
2022/12/26-15:52:09,6415,119982,13.0,29500,129,0.024884,-2068.94287109375,-1994.63720703125,0.3455833333333349
2022/12/26-15:52:11,6416,120021,9.0,29502,112,0.027608,-2068.968017578125,-1994.63720703125,0.34616666666666823
2022/12/26-15:52:13,6417,120134,15.0,29498,147,0.030901,-2065.541015625,-2068.91357421875,0.34675000000000156
2022/12/26-15:52:14,6418,120157,4.0,29501,73,0.024550,-2065.45947265625,-2068.91357421875,0.3340000000000031
2022/12/26-15:52:17,6419,120277,6.0,29496,90,0.028693,-2060.919189453125,-2068.91357421875,0.33133333333333653
2022/12/26-15:52:18,6420,120304,8.0,29497,111,0.026057,-2061.276611328125,-2068.91357421875,0.36149999999999993
2022/12/26-15:52:19,6421,120370,7.0,29495,95,0.026627,-2060.99560546875,-2068.91357421875,0.3496666666666682
2022/12/26-15:52:21,6422,120406,4.0,29499,70,0.026428,-2062.594970703125,-2068.91357421875,0.37541666666666496
2022/12/26-15:52:28,6423,120700,2.0,29496,51,0.028696,-2065.173828125,-2068.91357421875,0.3306666666666699
2022/12/26-15:52:31,6424,120806,7.0,29502,96,0.027651,-2066.3125,-2068.91357421875,0.3455833333333349
2022/12/26-15:52:32,6425,120859,5.0,29501,88,0.024579,-2066.456298828125,-2068.91357421875,0.3333333333333365
2022/12/26-15:52:33,6426,120874,8.0,29500,106,0.024857,-2066.443359375,-2068.91357421875,0.3450000000000016
2022/12/26-15:52:36,6427,121011,7.0,29498,112,0.030878,-2065.32958984375,-2068.91357421875,0.34616666666666823
2022/12/26-15:52:39,6428,121094,7.0,29495,94,0.026676,-2065.534423828125,-2068.91357421875,0.34908333333333486
2022/12/26-15:52:40,6429,121122,7.0,29497,106,0.026023,-2065.5947265625,-2068.91357421875,0.36099999999999993
2022/12/26-15:52:48,6430,121432,3.0,29498,59,0.030801,-2064.103759765625,-2068.91357421875,0.3455833333333349
2022/12/26-15:52:49,6431,121446,4.0,29500,77,0.024808,-2064.178466796875,-2068.91357421875,0.34441666666666826
2022/12/26-15:52:49,6432,121482,11.0,29499,131,0.026518,-2063.840576171875,-2068.91357421875,0.3749999999999983
2022/12/26-15:52:50,6433,121513,8.0,29502,77,0.027785,-2062.17138671875,-2068.91357421875,0.3450000000000016
2022/12/26-15:52:52,6434,121567,9.0,29501,88,0.024724,-2062.091796875,-2068.91357421875,0.33266666666666983
2022/12/26-15:52:57,6435,121778,8.0,29495,82,0.026909,-2060.830078125,-2068.91357421875,0.34850000000000153
2022/12/26-15:52:58,6436,121793,11.0,29496,137,0.028633,-2060.793701171875,-2068.91357421875,0.33000000000000324
2022/12/26-15:52:58,6437,121836,5.0,29497,88,0.025939,-2061.247802734375,-2068.91357421875,0.36049999999999993
2022/12/26-15:53:07,6438,122177,6.0,29498,91,0.030739,-2061.431884765625,-2068.91357421875,0.3450000000000016
2022/12/26-15:53:10,6439,122271,3.0,29496,58,0.028590,-2059.937255859375,-2068.91357421875,0.3293333333333366
2022/12/26-15:53:11,6440,122318,8.0,29500,115,0.024821,-2058.8623046875,-2068.91357421875,0.34383333333333493
2022/12/26-15:53:11,6441,122348,8.0,29502,113,0.027739,-2057.96484375,-2068.91357421875,0.34441666666666826
2022/12/26-15:53:19,6442,122631,10.0,29499,138,0.026647,-2060.076904296875,-2068.91357421875,0.3745833333333316
2022/12/26-15:53:19,6443,122661,10.0,29501,131,0.024692,-2060.880615234375,-2068.91357421875,0.3320000000000032
2022/12/26-15:53:21,6444,122747,9.0,29495,123,0.026900,-2062.389404296875,-2068.91357421875,0.3479166666666682
2022/12/26-15:53:22,6445,122754,11.0,29497,120,0.026359,-2062.84033203125,-2068.91357421875,0.35999999999999993
2022/12/26-15:53:29,6446,123047,7.0,29496,101,0.028507,-2066.322509765625,-2068.91357421875,0.32866666666666994
2022/12/26-15:53:35,6447,123271,8.0,29499,77,0.026782,-2064.61767578125,-2068.91357421875,0.3741666666666649
2022/12/26-15:53:36,6448,123312,9.0,29500,128,0.025128,-2064.208984375,-2068.91357421875,0.3432500000000016
2022/12/26-15:53:36,6449,123312,8.0,29501,79,0.024866,-2064.1962890625,-2068.91357421875,0.33133333333333653
2022/12/26-15:53:40,6450,123486,11.0,29502,138,0.027665,-2062.6875,-2068.91357421875,0.34383333333333493
2022/12/26-15:53:40,6451,123494,15.0,29498,165,0.031136,-2062.600830078125,-2068.91357421875,0.34441666666666826
2022/12/26-15:53:43,6452,123577,7.0,29497,99,0.026352,-2062.329345703125,-2068.91357421875,0.35949999999999993
2022/12/26-15:53:43,6453,123591,8.0,29495,108,0.026784,-2062.177001953125,-2068.91357421875,0.3473333333333349
2022/12/26-15:53:48,6454,123752,2.0,29500,52,0.025129,-2058.6162109375,-2068.91357421875,0.3426666666666683
2022/12/26-15:53:52,6455,123895,7.0,29496,103,0.028451,-2055.33154296875,-2068.91357421875,0.3280000000000033
2022/12/26-15:53:55,6456,124019,4.0,29501,85,0.024912,-2055.816650390625,-2068.91357421875,0.3306666666666699
2022/12/26-15:54:02,6457,124289,8.0,29497,82,0.026484,-2064.244140625,-2068.91357421875,0.35899999999999993
2022/12/26-15:54:03,6458,124306,12.0,29502,111,0.028056,-2063.96533203125,-2068.91357421875,0.3432500000000016
2022/12/26-15:54:04,6459,124375,12.0,29499,155,0.026897,-2063.787841796875,-2068.91357421875,0.37374999999999825
2022/12/26-15:54:05,6460,124391,9.0,29498,115,0.031062,-2063.80419921875,-2068.91357421875,0.34383333333333493
2022/12/26-15:54:07,6461,124488,8.0,29495,111,0.026697,-2066.343017578125,-2068.91357421875,0.34675000000000156
2022/12/26-15:54:11,6462,124601,5.0,29496,82,0.028367,-2068.168701171875,-2068.91357421875,0.32733333333333664
2022/12/26-15:54:11,6463,124625,8.0,29500,113,0.025290,-2068.096435546875,-2068.91357421875,0.34208333333333496
2022/12/26-15:54:18,6464,124903,6.0,29501,96,0.024932,-2065.443359375,-2068.91357421875,0.33000000000000324
2022/12/26-15:54:20,6465,124990,5.0,29502,83,0.028018,-2065.75732421875,-2068.91357421875,0.3426666666666683
2022/12/26-15:54:21,6466,125041,5.0,29498,82,0.031033,-2066.786865234375,-2068.91357421875,0.3432500000000016
2022/12/26-15:54:22,6467,125055,8.0,29497,101,0.026626,-2066.330322265625,-2068.91357421875,0.35849999999999993
2022/12/26-15:54:28,6468,125280,9.0,29499,115,0.026853,-2064.40673828125,-2068.91357421875,0.3733333333333316
2022/12/26-15:54:33,6469,125466,7.0,29496,106,0.028307,-2060.9130859375,-2068.91357421875,0.32666666666667
2022/12/26-15:54:35,6470,125554,10.0,29495,132,0.026755,-2061.7080078125,-2068.91357421875,0.34616666666666823
2022/12/26-15:54:40,6471,125754,7.0,29501,108,0.024963,-2067.01171875,-2068.91357421875,0.3293333333333366
2022/12/26-15:54:40,6472,125761,5.0,29497,84,0.026549,-2067.19677734375,-2068.91357421875,0.35799999999999993
2022/12/26-15:54:41,6473,125803,7.0,29502,103,0.028050,-2068.452880859375,-2068.91357421875,0.34208333333333496
2022/12/26-15:54:43,6474,125859,12.0,29500,160,0.025384,-2068.54736328125,-2068.91357421875,0.34150000000000164
2022/12/26-15:54:49,6475,126117,12.0,29498,130,0.031372,-2065.361572265625,-2068.91357421875,0.3426666666666683
2022/12/26-15:54:50,6476,126161,7.0,29499,106,0.026828,-2064.72998046875,-2068.91357421875,0.3729166666666649
2022/12/26-15:54:53,6477,126248,8.0,29496,103,0.028294,-2065.09716796875,-2068.91357421875,0.32600000000000334
2022/12/26-15:54:57,6478,126401,8.0,29497,79,0.026717,-2062.19921875,-2068.91357421875,0.35749999999999993
2022/12/26-15:55:01,6479,126538,6.0,29501,93,0.024924,-2063.031982421875,-2068.91357421875,0.32866666666666994
2022/12/26-15:55:04,6480,126642,4.0,29498,67,0.031369,-2063.11279296875,-2068.91357421875,0.34208333333333496
2022/12/26-15:55:04,6481,126653,11.0,29500,103,0.025544,-2062.7607421875,-2068.91357421875,0.3409166666666683
2022/12/26-15:55:06,6482,126712,15.0,29495,151,0.027022,-2061.796630859375,-2068.91357421875,0.3455833333333349
2022/12/26-15:55:06,6483,126732,15.0,29502,115,0.028390,-2060.612060546875,-2068.91357421875,0.34150000000000164
2022/12/26-15:55:08,6484,126798,5.0,29499,84,0.026753,-2060.1123046875,-2068.91357421875,0.3724999999999982
2022/12/26-15:55:11,6485,126918,3.0,29497,66,0.026719,-2057.411865234375,-2068.91357421875,0.35699999999999993
2022/12/26-15:55:20,6486,127257,12.0,29496,124,0.028489,-2064.159423828125,-2068.91357421875,0.3253333333333367
2022/12/26-15:55:24,6487,127397,3.0,29497,63,0.026675,-2070.14697265625,-2068.91357421875,0.35649999999999993
2022/12/26-15:55:24,6488,127400,6.0,29495,93,0.027016,-2070.42626953125,-2068.91357421875,0.3450000000000016
2022/12/26-15:55:25,6489,127478,7.0,29500,101,0.025468,-2070.916259765625,-2068.91357421875,0.340333333333335
2022/12/26-15:55:26,6490,127494,7.0,29501,106,0.025111,-2072.056884765625,-2068.91357421875,0.3280000000000033
2022/12/26-15:55:27,6491,127514,7.0,29498,107,0.031401,-2071.369873046875,-2068.91357421875,0.34150000000000164
2022/12/26-15:55:28,6492,127581,8.0,29502,106,0.028352,-2071.325927734375,-2068.91357421875,0.3409166666666683
2022/12/26-15:55:33,6493,127780,4.0,29496,68,0.028434,-2070.0283203125,-2068.91357421875,0.32466666666667005
2022/12/26-15:55:34,6494,127819,11.0,29499,134,0.026718,-2069.339111328125,-2068.91357421875,0.37208333333333155
2022/12/26-15:55:37,6495,127919,3.0,29497,64,0.026661,-2069.55908203125,-2068.91357421875,0.3559999999999999
2022/12/26-15:55:41,6496,128088,5.0,29495,89,0.027020,-2071.451416015625,-2068.91357421875,0.34441666666666826
2022/12/26-15:55:42,6497,128124,4.0,29502,71,0.028327,-2070.865966796875,-2068.91357421875,0.340333333333335
2022/12/26-15:55:44,6498,128190,4.0,29501,74,0.025063,-2072.35546875,-2068.91357421875,0.32733333333333664
2022/12/26-15:55:44,6499,128197,2.0,29499,49,0.026708,-2072.91259765625,-2068.91357421875,0.37166666666666487
2022/12/26-15:55:45,6500,128240,5.0,29500,92,0.025485,-2072.87109375,-2068.91357421875,0.33975000000000166
2022/12/26-15:55:50,6501,128416,10.0,29498,119,0.031568,-2072.935791015625,-2068.91357421875,0.3409166666666683
2022/12/26-15:55:50,6502,128416,4.0,29496,74,0.028372,-2072.935791015625,-2068.91357421875,0.3240000000000034
2022/12/26-15:55:52,6503,128462,4.0,29497,66,0.026659,-2072.32568359375,-2068.91357421875,0.3554999999999999
2022/12/26-15:55:54,6504,128557,2.0,29501,49,0.025087,-2068.810791015625,-2068.91357421875,0.32666666666667
2022/12/26-15:55:58,6505,128674,5.0,29502,77,0.028279,-2063.657958984375,-2068.91357421875,0.33975000000000166
2022/12/26-15:55:58,6506,128674,4.0,29495,68,0.027009,-2063.8251953125,-2068.91357421875,0.34383333333333493
2022/12/26-15:56:00,6507,128750,3.0,29500,59,0.025455,-2061.793701171875,-2068.91357421875,0.33916666666666834
2022/12/26-15:56:06,6508,128985,4.0,29498,68,0.031471,-2054.109619140625,-2068.91357421875,0.340333333333335
2022/12/26-15:56:08,6509,129060,3.0,29501,61,0.025039,-2052.682861328125,-2068.91357421875,0.32600000000000334
2022/12/26-15:56:09,6510,129123,5.0,29497,78,0.026623,-2052.53564453125,-2068.91357421875,0.3549999999999999
2022/12/26-15:56:10,6511,129161,3.0,29502,59,0.028251,-2053.145751953125,-2068.91357421875,0.33916666666666834
2022/12/26-15:56:13,6512,129279,12.0,29499,142,0.026917,-2056.029296875,-2068.91357421875,0.3712499999999982
2022/12/26-15:56:13,6513,129279,3.0,29500,66,0.025386,-2055.98876953125,-2068.91357421875,0.338583333333335
2022/12/26-15:56:17,6514,129406,10.0,29496,124,0.028289,-2061.525146484375,-2068.91357421875,0.32333333333333675
2022/12/26-15:56:17,6515,129425,6.0,29495,93,0.026906,-2062.910888671875,-2068.91357421875,0.3432500000000016
2022/12/26-15:56:26,6516,129803,8.0,29498,107,0.031347,-2068.873046875,-2068.91357421875,0.33975000000000166
2022/12/26-15:56:30,6517,129919,6.0,29502,94,0.028206,-2069.26171875,-2068.91357421875,0.338583333333335
2022/12/26-15:56:33,6518,130059,9.0,29496,87,0.028471,-2067.64306640625,-2068.91357421875,0.3226666666666701
2022/12/26-15:56:35,6519,130107,8.0,29497,113,0.026637,-2068.438232421875,-2068.91357421875,0.3544999999999999
2022/12/26-15:56:38,6520,130218,8.0,29500,116,0.025311,-2072.030517578125,-2068.91357421875,0.3380000000000017
2022/12/26-15:56:39,6521,130264,12.0,29501,152,0.025168,-2073.22900390625,-2068.91357421875,0.3253333333333367
2022/12/26-15:56:40,6522,130325,11.0,29499,139,0.026887,-2074.88818359375,-2068.91357421875,0.3708333333333315
2022/12/26-15:56:46,6523,130510,3.0,29496,61,0.028464,-2073.031982421875,-2068.91357421875,0.32200000000000345
2022/12/26-15:56:47,6524,130562,10.0,29495,138,0.026862,-2072.333740234375,-2068.91357421875,0.3426666666666683
2022/12/26-15:56:50,6525,130678,7.0,29497,72,0.026778,-2067.841796875,-2068.91357421875,0.3539999999999999
2022/12/26-15:56:51,6526,130711,7.0,29498,109,0.031292,-2067.609130859375,-2068.91357421875,0.33916666666666834
2022/12/26-15:56:52,6527,130742,9.0,29502,114,0.028192,-2067.6357421875,-2068.91357421875,0.3380000000000017
2022/12/26-15:56:57,6528,130921,8.0,29499,79,0.027104,-2065.9873046875,-2068.91357421875,0.37041666666666484
2022/12/26-15:57:01,6529,131075,7.0,29501,100,0.025116,-2066.3037109375,-2068.91357421875,0.32466666666667005
2022/12/26-15:57:01,6530,131087,7.0,29500,98,0.025214,-2066.049072265625,-2068.91357421875,0.33741666666666836
2022/12/26-15:57:08,6531,131350,8.0,29502,75,0.028266,-2061.31591796875,-2068.91357421875,0.33741666666666836
2022/12/26-15:57:10,6532,131422,8.0,29495,106,0.026914,-2061.60595703125,-2068.91357421875,0.34208333333333496
2022/12/26-15:57:11,6533,131443,2.0,29500,49,0.025174,-2061.54296875,-2068.91357421875,0.33683333333333504
2022/12/26-15:57:11,6534,131457,6.0,29498,92,0.031237,-2061.393798828125,-2068.91357421875,0.338583333333335
2022/12/26-15:57:12,6535,131480,4.0,29499,67,0.027047,-2062.212158203125,-2068.91357421875,0.36999999999999816
2022/12/26-15:57:13,6536,131521,9.0,29496,130,0.028723,-2062.326904296875,-2068.91357421875,0.3213333333333368
2022/12/26-15:57:17,6537,131682,10.0,29497,124,0.026725,-2061.31640625,-2068.91357421875,0.3534999999999999
2022/12/26-15:57:23,6538,131901,2.0,29498,51,0.031200,-2058.876708984375,-2068.91357421875,0.3380000000000017
2022/12/26-15:57:27,6539,132046,9.0,29501,121,0.025185,-2058.397705078125,-2068.91357421875,0.3240000000000034
2022/12/26-15:57:30,6540,132166,3.0,29497,61,0.026698,-2061.364990234375,-2068.91357421875,0.3529999999999999
2022/12/26-15:57:30,6541,132184,8.0,29502,107,0.028163,-2061.86181640625,-2068.91357421875,0.33683333333333504
2022/12/26-15:57:35,6542,132368,9.0,29500,113,0.025157,-2065.65087890625,-2068.91357421875,0.3362500000000017
2022/12/26-15:57:36,6543,132406,11.0,29495,117,0.027193,-2066.035888671875,-2068.91357421875,0.34150000000000164
2022/12/26-15:57:41,6544,132588,12.0,29496,138,0.029064,-2067.478759765625,-2068.91357421875,0.32066666666667015
2022/12/26-15:57:43,6545,132646,12.0,29499,155,0.027106,-2067.6318359375,-2068.91357421875,0.3695833333333315
2022/12/26-15:57:43,6546,132696,5.0,29501,78,0.025120,-2067.826171875,-2068.91357421875,0.32333333333333675
2022/12/26-15:57:44,6547,132700,6.0,29498,102,0.031103,-2067.895263671875,-2068.91357421875,0.33741666666666836
2022/12/26-15:57:48,6548,132873,9.0,29502,91,0.028290,-2068.510986328125,-2068.91357421875,0.3362500000000017
2022/12/26-15:57:49,6549,132896,5.0,29497,85,0.026739,-2068.50927734375,-2068.91357421875,0.3524999999999999
2022/12/26-15:57:51,6550,132990,5.0,29500,80,0.025091,-2068.27294921875,-2068.91357421875,0.3356666666666684
2022/12/26-15:58:01,6551,133345,6.0,29496,95,0.029000,-2066.357177734375,-2068.91357421875,0.3200000000000035
2022/12/26-15:58:03,6552,133388,5.0,29498,82,0.031066,-2065.97509765625,-2068.91357421875,0.33683333333333504
2022/12/26-15:58:05,6553,133475,11.0,29495,130,0.027606,-2064.681640625,-2068.91357421875,0.3409166666666683
2022/12/26-15:58:06,6554,133519,12.0,29502,83,0.028514,-2064.786376953125,-2068.91357421875,0.3356666666666684
2022/12/26-15:58:07,6555,133531,8.0,29499,117,0.027251,-2065.232177734375,-2068.91357421875,0.3691666666666648
2022/12/26-15:58:08,6556,133574,6.0,29497,90,0.026664,-2065.80419921875,-2068.91357421875,0.3519999999999999
2022/12/26-15:58:09,6557,133580,7.0,29501,108,0.025072,-2065.189208984375,-2068.91357421875,0.3226666666666701
2022/12/26-15:58:13,6558,133761,5.0,29500,87,0.025084,-2069.699951171875,-2068.91357421875,0.33508333333333506
2022/12/26-15:58:24,6559,134157,5.0,29502,83,0.028568,-2070.993408203125,-2068.91357421875,0.33508333333333506
2022/12/26-15:58:25,6560,134210,7.0,29496,110,0.029066,-2071.7900390625,-2068.91357421875,0.31933333333333686
2022/12/26-15:58:27,6561,134280,12.0,29498,114,0.031429,-2071.956298828125,-2068.91357421875,0.3362500000000017
2022/12/26-15:58:27,6562,134298,9.0,29497,92,0.027068,-2072.23388671875,-2068.91357421875,0.3514999999999999
2022/12/26-15:58:28,6563,134340,5.0,29501,91,0.025007,-2073.332763671875,-2068.91357421875,0.32200000000000345
2022/12/26-15:58:31,6564,134441,5.0,29500,81,0.025065,-2074.370849609375,-2068.91357421875,0.33450000000000174
2022/12/26-15:58:32,6565,134495,9.0,29495,126,0.027649,-2074.304931640625,-2068.91357421875,0.340333333333335
2022/12/26-15:58:37,6566,134700,11.0,29499,148,0.027225,-2076.321044921875,-2068.91357421875,0.36874999999999813
2022/12/26-15:58:43,6567,134925,6.0,29496,90,0.029012,-2071.27392578125,-2068.91357421875,0.3186666666666702
2022/12/26-15:58:46,6568,135053,7.0,29497,101,0.027032,-2065.998779296875,-2068.91357421875,0.3509999999999999
2022/12/26-15:58:47,6569,135076,4.0,29495,69,0.027601,-2066.576416015625,-2068.91357421875,0.33975000000000166
2022/12/26-15:58:48,6570,135136,9.0,29502,124,0.028485,-2065.694091796875,-2068.91357421875,0.33450000000000174
2022/12/26-15:58:50,6571,135214,8.0,29498,114,0.031399,-2067.193115234375,-2068.91357421875,0.3356666666666684
2022/12/26-15:58:51,6572,135221,6.0,29500,89,0.025031,-2067.169677734375,-2068.91357421875,0.3339166666666684
2022/12/26-15:58:58,6573,135503,12.0,29501,153,0.025196,-2072.28076171875,-2068.91357421875,0.3213333333333368
2022/12/26-15:59:00,6574,135575,8.0,29499,112,0.027185,-2072.28369140625,-2068.91357421875,0.36833333333333146
2022/12/26-15:59:05,6575,135773,3.0,29500,67,0.025017,-2072.11767578125,-2068.91357421875,0.3333333333333351
2022/12/26-15:59:06,6576,135815,6.0,29502,89,0.028536,-2072.124267578125,-2068.91357421875,0.3339166666666684
2022/12/26-15:59:07,6577,135830,8.0,29496,110,0.028938,-2071.79150390625,-2068.91357421875,0.31800000000000356
2022/12/26-15:59:10,6578,135969,7.0,29497,103,0.026954,-2071.338623046875,-2068.91357421875,0.3504999999999999
2022/12/26-15:59:10,6579,135982,8.0,29495,111,0.027514,-2071.317626953125,-2068.91357421875,0.33916666666666834
2022/12/26-15:59:11,6580,135997,7.0,29498,106,0.031493,-2071.646484375,-2068.91357421875,0.33508333333333506
2022/12/26-15:59:17,6581,136212,6.0,29501,88,0.025129,-2070.33740234375,-2068.91357421875,0.32066666666667015
2022/12/26-15:59:20,6582,136322,7.0,29499,102,0.027140,-2069.883056640625,-2068.91357421875,0.3679166666666648
2022/12/26-15:59:27,6583,136614,7.0,29502,103,0.028569,-2069.6025390625,-2068.91357421875,0.3333333333333351
2022/12/26-15:59:27,6584,136614,7.0,29496,98,0.028831,-2069.6025390625,-2068.91357421875,0.3173333333333369
2022/12/26-15:59:28,6585,136637,9.0,29497,86,0.027025,-2069.1962890625,-2068.91357421875,0.3499999999999999
2022/12/26-15:59:30,6586,136710,6.0,29495,90,0.027493,-2068.6064453125,-2068.91357421875,0.338583333333335
2022/12/26-15:59:32,6587,136822,3.0,29499,59,0.027111,-2069.46484375,-2068.91357421875,0.3674999999999981
2022/12/26-15:59:33,6588,136837,9.0,29500,119,0.024967,-2070.48095703125,-2068.91357421875,0.33275000000000177
2022/12/26-15:59:35,6589,136889,8.0,29498,116,0.031417,-2071.988525390625,-2068.91357421875,0.33450000000000174
2022/12/26-15:59:39,6590,137065,8.0,29501,109,0.025042,-2076.49755859375,-2068.91357421875,0.3200000000000035
2022/12/26-15:59:43,6591,137234,2.0,29499,52,0.027100,-2078.814697265625,-2068.91357421875,0.36708333333333143
2022/12/26-15:59:47,6592,137391,3.0,29498,62,0.031384,-2078.03662109375,-2068.91357421875,0.3339166666666684
2022/12/26-15:59:48,6593,137394,5.0,29502,93,0.028585,-2078.04345703125,-2068.91357421875,0.33275000000000177
2022/12/26-15:59:49,6594,137431,7.0,29496,97,0.028716,-2077.267822265625,-2068.91357421875,0.31666666666667026
2022/12/26-15:59:50,6595,137482,6.0,29495,96,0.027589,-2077.564208984375,-2068.91357421875,0.3380000000000017
2022/12/26-15:59:53,6596,137572,8.0,29497,117,0.026927,-2078.065673828125,-2068.91357421875,0.3494999999999999
2022/12/26-15:59:53,6597,137587,7.0,29500,96,0.025002,-2078.65478515625,-2068.91357421875,0.33216666666666844
2022/12/26-15:59:58,6598,137795,6.0,29501,95,0.025033,-2079.724853515625,-2068.91357421875,0.31933333333333686
2022/12/26-16:00:01,6599,137914,13.0,29499,96,0.027291,-2078.740234375,-2068.91357421875,0.36666666666666475
2022/12/26-16:00:06,6600,138104,12.0,29502,85,0.028696,-2077.948974609375,-2068.91357421875,0.33216666666666844
2022/12/26-16:00:06,6601,138119,7.0,29500,67,0.025168,-2078.69580078125,-2068.91357421875,0.3315833333333351
2022/12/26-16:00:07,6602,138138,5.0,29495,82,0.027546,-2078.462158203125,-2068.91357421875,0.33741666666666836
2022/12/26-16:00:08,6603,138153,4.0,29497,70,0.026908,-2077.8056640625,-2068.91357421875,0.3489999999999999
2022/12/26-16:00:11,6604,138279,7.0,29498,109,0.031477,-2074.23486328125,-2068.91357421875,0.3333333333333351
2022/12/26-16:00:16,6605,138472,10.0,29496,137,0.028715,-2072.263916015625,-2068.91357421875,0.3160000000000036
2022/12/26-16:00:21,6606,138627,7.0,29501,96,0.024994,-2074.6953125,-2068.91357421875,0.3186666666666702
2022/12/26-16:00:21,6607,138633,3.0,29500,60,0.025145,-2075.192626953125,-2068.91357421875,0.3310000000000018
2022/12/26-16:00:24,6608,138725,4.0,29502,70,0.028683,-2077.556884765625,-2068.91357421875,0.3315833333333351
2022/12/26-16:00:25,6609,138772,8.0,29499,110,0.027193,-2077.392333984375,-2068.91357421875,0.3662499999999981
2022/12/26-16:00:30,6610,138980,8.0,29495,111,0.027488,-2080.814697265625,-2068.91357421875,0.33683333333333504
2022/12/26-16:00:34,6611,139127,7.0,29498,107,0.031475,-2084.40185546875,-2068.91357421875,0.33275000000000177
2022/12/26-16:00:35,6612,139142,9.0,29497,120,0.026849,-2085.290283203125,-2068.91357421875,0.3484999999999999
2022/12/26-16:00:41,6613,139403,9.0,29496,113,0.028848,-2092.703369140625,-2068.91357421875,0.31533333333333696
2022/12/26-16:00:41,6614,139407,10.0,29501,101,0.025110,-2093.71630859375,-2068.91357421875,0.31800000000000356
2022/12/26-16:00:44,6615,139494,7.0,29499,94,0.027120,-2092.48486328125,-2068.91357421875,0.3658333333333314
2022/12/26-16:00:47,6616,139632,9.0,29502,112,0.028610,-2089.0205078125,-2068.91357421875,0.3310000000000018
2022/12/26-16:00:49,6617,139706,10.0,29500,138,0.025250,-2086.9443359375,-2068.91357421875,0.33041666666666847
2022/12/26-16:00:50,6618,139735,4.0,29497,74,0.026848,-2087.045166015625,-2068.91357421875,0.3479999999999999
2022/12/26-16:00:50,6619,139762,8.0,29495,105,0.027644,-2086.3720703125,-2068.91357421875,0.3362500000000017
2022/12/26-16:00:52,6620,139805,5.0,29498,84,0.031407,-2086.9482421875,-2068.91357421875,0.33216666666666844
2022/12/26-16:00:58,6621,140057,4.0,29499,72,0.027088,-2089.36474609375,-2068.91357421875,0.3654166666666647
2022/12/26-16:01:03,6622,140241,3.0,29497,61,0.026898,-2086.943359375,-2068.91357421875,0.3474999999999999
2022/12/26-16:01:04,6623,140307,3.0,29498,58,0.031352,-2086.72705078125,-2068.91357421875,0.3315833333333351
2022/12/26-16:01:05,6624,140314,9.0,29501,110,0.025084,-2086.85791015625,-2068.91357421875,0.3173333333333369
2022/12/26-16:01:11,6625,140567,8.0,29502,118,0.028625,-2087.277099609375,-2068.91357421875,0.33041666666666847
2022/12/26-16:01:11,6626,140575,17.0,29496,152,0.029283,-2087.440673828125,-2068.91357421875,0.3146666666666703
2022/12/26-16:01:11,6627,140578,6.0,29495,103,0.027595,-2087.47998046875,-2068.91357421875,0.3356666666666684
2022/12/26-16:01:13,6628,140636,5.0,29499,77,0.027178,-2088.6123046875,-2068.91357421875,0.36499999999999805
2022/12/26-16:01:20,6629,140874,5.0,29497,79,0.026924,-2090.8408203125,-2068.91357421875,0.3469999999999999
2022/12/26-16:01:20,6630,140874,4.0,29498,70,0.031315,-2090.8408203125,-2068.91357421875,0.3310000000000018
2022/12/26-16:01:22,6631,140957,15.0,29500,153,0.025480,-2090.076416015625,-2068.91357421875,0.32983333333333514
2022/12/26-16:01:23,6632,140980,5.0,29501,82,0.025027,-2090.24755859375,-2068.91357421875,0.31666666666667026
2022/12/26-16:01:26,6633,141088,4.0,29502,70,0.028560,-2088.748046875,-2068.91357421875,0.32983333333333514
2022/12/26-16:01:30,6634,141226,8.0,29496,79,0.029397,-2084.01611328125,-2068.91357421875,0.31400000000000367
2022/12/26-16:01:31,6635,141276,8.0,29495,79,0.027610,-2083.39892578125,-2068.91357421875,0.33508333333333506
2022/12/26-16:01:34,6636,141388,7.0,29499,101,0.027144,-2083.22998046875,-2068.91357421875,0.36458333333333137
2022/12/26-16:01:37,6637,141489,4.0,29500,74,0.025424,-2087.0859375,-2068.91357421875,0.3292500000000018
2022/12/26-16:01:42,6638,141682,8.0,29501,80,0.025083,-2094.482666015625,-2068.91357421875,0.3160000000000036
2022/12/26-16:01:47,6639,141865,9.0,29497,120,0.026852,-2094.08740234375,-2068.91357421875,0.3464999999999999
2022/12/26-16:01:49,6640,141957,7.0,29502,109,0.028514,-2091.136962890625,-2068.91357421875,0.3292500000000018
2022/12/26-16:01:51,6641,142050,11.0,29498,147,0.031324,-2087.99267578125,-2068.91357421875,0.33041666666666847
