date-time,episode,total_steps,reward,pid,steps,avg_loss,value_net,target_net,epsilon
2022/12/26-22:00:01,10001,761,6.0,4050,97,0.071505,-2982.971435546875,-2987.187744140625,0.1
2022/12/26-22:00:02,10002,842,8.0,4082,108,0.115338,-2981.869384765625,-2987.187744140625,0.1
2022/12/26-22:00:02,10003,842,14.0,4079,106,0.105365,-2980.2880859375,-2987.187744140625,0.2
2022/12/26-22:00:02,10004,907,8.0,4098,114,0.056447,-2978.692626953125,-2987.187744140625,0.1
2022/12/26-22:00:03,10005,1011,10.0,4089,128,0.075300,-2976.12744140625,-2987.187744140625,0.1
2022/12/26-22:00:03,10006,1011,17.0,4057,131,0.073178,-2976.12744140625,-2987.187744140625,0.15
2022/12/26-22:00:03,10007,1074,11.0,4060,133,0.047428,-2976.114990234375,-2987.187744140625,0.1
2022/12/26-22:00:05,10008,1327,17.0,4047,172,0.107099,-2984.014892578125,-2987.187744140625,0.1
2022/12/26-22:00:05,10009,1431,6.0,4050,87,0.067318,-2989.43408203125,-2987.187744140625,0.1
2022/12/26-22:00:07,10010,1732,9.0,4079,113,0.077880,-2993.817626953125,-2987.187744140625,0.2
2022/12/26-22:00:08,10011,1851,8.0,4089,105,0.056056,-2994.99951171875,-2987.187744140625,0.1
2022/12/26-22:00:08,10012,1880,8.0,4057,107,0.086232,-2994.73828125,-2987.187744140625,0.15
2022/12/26-22:00:08,10013,1999,11.0,4082,144,0.077238,-2994.570068359375,-2987.187744140625,0.1
2022/12/26-22:00:09,10014,2098,15.0,4098,150,0.071393,-2993.92138671875,-2987.187744140625,0.1
2022/12/26-22:00:11,10015,2388,18.0,4060,166,0.101979,-2994.41455078125,-2987.187744140625,0.1
2022/12/26-22:00:11,10016,2465,13.0,4047,144,0.074351,-2994.021484375,-2987.187744140625,0.1
2022/12/26-22:00:13,10017,2718,8.0,4057,106,0.070670,-2992.52001953125,-2987.187744140625,0.15
2022/12/26-22:00:13,10018,2771,9.0,4089,112,0.048229,-2992.504150390625,-2987.187744140625,0.1
2022/12/26-22:00:15,10019,3006,14.0,4079,160,0.064973,-2989.939453125,-2987.187744140625,0.2
2022/12/26-22:00:15,10020,3066,24.0,4050,209,0.081249,-2990.369873046875,-2987.187744140625,0.1
2022/12/26-22:00:17,10021,3366,14.0,4082,162,0.066548,-2991.98095703125,-2987.187744140625,0.1
2022/12/26-22:00:17,10022,3475,22.0,4060,146,0.098423,-2993.5458984375,-2987.187744140625,0.1
2022/12/26-22:00:18,10023,3621,12.0,4057,118,0.061895,-2996.655517578125,-2987.187744140625,0.15
2022/12/26-22:00:19,10024,3711,14.0,4047,159,0.059992,-2994.6767578125,-2987.187744140625,0.1
2022/12/26-22:00:19,10025,3759,25.0,4098,207,0.087591,-2994.6513671875,-2987.187744140625,0.1
2022/12/26-22:00:19,10026,3865,20.0,4089,132,0.055686,-2993.354248046875,-2987.187744140625,0.1
2022/12/26-22:00:20,10027,4002,12.0,4050,112,0.086870,-2992.30078125,-2987.187744140625,0.1
2022/12/26-22:00:21,10028,4087,10.0,4079,140,0.065940,-2989.8369140625,-2987.187744140625,0.2
2022/12/26-22:00:23,10029,4506,9.0,4060,122,0.084526,-2996.438720703125,-2987.187744140625,0.1
2022/12/26-22:00:24,10030,4586,14.0,4082,156,0.063587,-2998.333251953125,-2987.187744140625,0.1
2022/12/26-22:00:24,10031,4602,10.0,4057,120,0.058074,-2997.9560546875,-2987.187744140625,0.15
2022/12/26-22:00:24,10032,4628,9.0,4047,112,0.063553,-2998.524169921875,-2987.187744140625,0.1
2022/12/26-22:00:25,10033,4752,14.0,4098,127,0.081348,-2998.820556640625,-2987.187744140625,0.1
2022/12/26-22:00:28,10034,5057,9.0,4079,127,0.061741,-2994.740478515625,-2987.187744140625,0.2
2022/12/26-22:00:30,10035,5214,16.0,4089,169,0.047551,-2994.7001953125,-2987.187744140625,0.1
2022/12/26-22:00:31,10036,5414,8.0,4057,104,0.056776,-2994.957763671875,-2987.187744140625,0.15
2022/12/26-22:00:31,10037,5512,8.0,4082,108,0.057960,-2993.9267578125,-2987.187744140625,0.1
2022/12/26-22:00:32,10038,5724,23.0,4050,217,0.084024,-2993.27587890625,-2987.187744140625,0.1
2022/12/26-22:00:33,10039,5751,15.0,4047,140,0.067025,-2993.6572265625,-2987.187744140625,0.1
2022/12/26-22:00:33,10040,5850,14.0,4060,171,0.081489,-2993.647216796875,-2987.187744140625,0.1
2022/12/26-22:00:34,10041,5925,12.0,4098,141,0.069694,-2993.0771484375,-2987.187744140625,0.1
2022/12/26-22:00:35,10042,6225,12.0,4079,149,0.054127,-2991.8173828125,-2987.187744140625,0.2
2022/12/26-22:00:36,10043,6271,15.0,4089,132,0.052792,-2992.29443359375,-2987.187744140625,0.1
2022/12/26-22:00:38,10044,6606,18.0,4082,138,0.056231,-2990.736083984375,-2987.187744140625,0.1
2022/12/26-22:00:39,10045,6760,25.0,4057,172,0.082274,-2992.5263671875,-2987.187744140625,0.15
2022/12/26-22:00:39,10046,6806,10.0,4047,130,0.062029,-2993.0185546875,-2987.187744140625,0.1
2022/12/26-22:00:40,10047,6911,13.0,4050,150,0.074577,-2993.786865234375,-2987.187744140625,0.1
2022/12/26-22:00:40,10048,6923,10.0,4060,130,0.077549,-2993.748779296875,-2987.187744140625,0.1
2022/12/26-22:00:40,10049,6996,6.0,4079,97,0.052341,-2993.28173828125,-2987.187744140625,0.2
2022/12/26-22:00:41,10050,7138,13.0,4098,149,0.064582,-2991.6484375,-2987.187744140625,0.1
2022/12/26-22:00:43,10051,7501,9.0,4082,117,0.055401,-2989.154296875,-2987.187744140625,0.1
2022/12/26-22:00:43,10052,7571,21.0,4089,160,0.051149,-2988.328857421875,-2987.187744140625,0.1
2022/12/26-22:00:44,10053,7607,8.0,4057,106,0.075223,-2988.13037109375,-2987.187744140625,0.15
2022/12/26-22:00:45,10054,7885,11.0,4047,132,0.058203,-2987.2705078125,-2987.187744140625,0.1
2022/12/26-22:00:46,10055,8084,15.0,4050,148,0.074233,-2989.198974609375,-2987.187744140625,0.1
2022/12/26-22:00:46,10056,8120,12.0,4060,145,0.071280,-2989.412841796875,-2987.187744140625,0.1
2022/12/26-22:00:47,10057,8156,11.0,4079,146,0.056566,-2989.717529296875,-2987.187744140625,0.2
2022/12/26-22:00:47,10058,8199,10.0,4098,129,0.061708,-2991.803466796875,-2987.187744140625,0.1
2022/12/26-22:00:50,10059,8617,18.0,4057,131,0.072650,-2987.14208984375,-2987.187744140625,0.15
2022/12/26-22:00:51,10060,8856,18.0,4089,158,0.048566,-2991.847900390625,-2987.187744140625,0.1
2022/12/26-22:00:52,10061,8992,20.0,4082,191,0.055717,-2991.97119140625,-2987.187744140625,0.1
2022/12/26-22:00:52,10062,9046,19.0,4047,151,0.060830,-2993.467041015625,-2987.187744140625,0.1
2022/12/26-22:00:52,10063,9058,16.0,4060,118,0.068503,-2992.701416015625,-2987.187744140625,0.1
2022/12/26-22:00:53,10064,9283,12.0,4050,145,0.070196,-2989.410400390625,-2987.187744140625,0.1
2022/12/26-22:00:55,10065,9575,15.0,4079,176,0.056631,-2987.26513671875,-2987.187744140625,0.2
2022/12/26-22:00:55,10066,9602,18.0,4098,174,0.067717,-2987.379150390625,-2987.187744140625,0.1
2022/12/26-22:00:57,10067,9836,17.0,4057,158,0.081199,-2986.618896484375,-2987.187744140625,0.15
2022/12/26-22:00:58,10068,10056,12.0,4089,148,0.047268,-2985.97705078125,-2987.187744140625,0.1
2022/12/26-22:00:58,10069,10121,12.0,4082,138,0.052531,-2986.775634765625,-2987.187744140625,0.1
2022/12/26-22:00:59,10070,10209,13.0,4047,144,0.057903,-2986.15869140625,-2987.187744140625,0.1
2022/12/26-22:01:00,10071,10359,11.0,4050,134,0.071868,-2985.201904296875,-2987.187744140625,0.1
2022/12/26-22:01:00,10072,10471,5.0,4057,79,0.080442,-2984.859375,-2987.187744140625,0.15
2022/12/26-22:01:01,10073,10540,20.0,4060,188,0.070693,-2985.043701171875,-2987.187744140625,0.1
2022/12/26-22:01:02,10074,10805,14.0,4079,155,0.055904,-2987.047607421875,-2987.187744140625,0.2
2022/12/26-22:01:02,10075,10862,20.0,4098,162,0.073466,-2986.327880859375,-2987.187744140625,0.1
2022/12/26-22:01:04,10076,11224,7.0,4050,104,0.068839,-2983.466064453125,-2987.187744140625,0.1
2022/12/26-22:01:05,10077,11356,8.0,4057,107,0.076470,-2982.887451171875,-2987.187744140625,0.15
2022/12/26-22:01:06,10078,11395,13.0,4082,160,0.051401,-2982.494384765625,-2987.187744140625,0.1
2022/12/26-22:01:06,10079,11417,12.0,4047,150,0.055177,-2982.427001953125,-2987.187744140625,0.1
2022/12/26-22:01:06,10080,11417,11.0,4060,108,0.067845,-2982.53173828125,-2987.187744140625,0.1
2022/12/26-22:01:06,10081,11438,17.0,4089,176,0.047055,-2982.12353515625,-2987.187744140625,0.1
2022/12/26-22:01:07,10082,11626,11.0,4079,104,0.054293,-2981.365478515625,-2987.187744140625,0.2
2022/12/26-22:01:10,10083,12086,7.0,4050,107,0.068415,-2986.4208984375,-2987.187744140625,0.1
2022/12/26-22:01:10,10084,12194,9.0,4057,110,0.075280,-2986.240234375,-2987.187744140625,0.15
2022/12/26-22:01:11,10085,12336,19.0,4098,178,0.071089,-2988.18603515625,-2987.187744140625,0.1
2022/12/26-22:01:12,10086,12410,7.0,4079,100,0.052943,-2990.760009765625,-2987.187744140625,0.2
2022/12/26-22:01:12,10087,12416,10.0,4089,118,0.045901,-2990.81005859375,-2987.187744140625,0.1
2022/12/26-22:01:12,10088,12478,11.0,4047,135,0.054570,-2990.78759765625,-2987.187744140625,0.1
2022/12/26-22:01:12,10089,12491,18.0,4060,136,0.068956,-2990.485107421875,-2987.187744140625,0.1
2022/12/26-22:01:13,10090,12589,12.0,4082,152,0.051877,-2987.893310546875,-2987.187744140625,0.1
2022/12/26-22:01:16,10091,13132,10.0,4057,118,0.072713,-2980.564697265625,-2987.187744140625,0.15
2022/12/26-22:01:16,10092,13212,7.0,4079,100,0.051968,-2980.934814453125,-2987.187744140625,0.2
2022/12/26-22:01:17,10093,13266,12.0,4089,109,0.050685,-2978.266357421875,-2987.187744140625,0.1
2022/12/26-22:01:17,10094,13325,12.0,4050,150,0.068075,-2981.335205078125,-2987.187744140625,0.1
2022/12/26-22:01:18,10095,13462,15.0,4098,141,0.072956,-2987.453857421875,-2987.187744140625,0.1
2022/12/26-22:01:19,10096,13598,10.0,4047,135,0.052632,-2991.717529296875,-2987.187744140625,0.1
2022/12/26-22:01:19,10097,13621,12.0,4082,127,0.053737,-2992.216796875,-2987.187744140625,0.1
2022/12/26-22:01:19,10098,13670,13.0,4060,150,0.067489,-2993.177490234375,-2987.187744140625,0.1
2022/12/26-22:01:20,10099,13771,4.0,4079,72,0.051730,-2992.0791015625,-2987.187744140625,0.2
2022/12/26-22:01:20,10100,13882,10.0,4057,96,0.073010,-2991.589599609375,-2987.187744140625,0.15
2022/12/26-22:01:21,10101,14000,12.0,4050,83,0.067126,-2989.038330078125,-2987.187744140625,0.1
2022/12/26-22:01:23,10102,14331,14.0,4089,134,0.056662,-2987.9794921875,-2987.187744140625,0.1
2022/12/26-22:01:24,10103,14545,10.0,4047,121,0.051622,-2994.955322265625,-2987.187744140625,0.1
2022/12/26-22:01:25,10104,14667,13.0,4050,89,0.066052,-2994.778076171875,-2987.187744140625,0.1
2022/12/26-22:01:25,10105,14740,15.0,4082,139,0.055617,-2994.592041015625,-2987.187744140625,0.1
2022/12/26-22:01:26,10106,14826,17.0,4098,175,0.073839,-2993.322265625,-2987.187744140625,0.1
2022/12/26-22:01:26,10107,14945,15.0,4079,145,0.049978,-2995.37744140625,-2987.187744140625,0.2
2022/12/26-22:01:27,10108,15024,15.0,4057,141,0.069656,-2996.53857421875,-2987.187744140625,0.15
2022/12/26-22:01:27,10109,15117,14.0,4060,175,0.069191,-2999.597900390625,-2987.187744140625,0.1
2022/12/26-22:01:29,10110,15430,11.0,4089,136,0.055551,-3001.554931640625,-2987.187744140625,0.1
2022/12/26-22:01:30,10111,15645,10.0,4050,122,0.063057,-2997.9990234375,-2987.187744140625,0.1
2022/12/26-22:01:31,10112,15674,15.0,4047,149,0.055044,-2997.26416015625,-2987.187744140625,0.1
2022/12/26-22:01:32,10113,15867,18.0,4098,128,0.078089,-3001.482666015625,-2987.187744140625,0.1
2022/12/26-22:01:32,10114,15897,8.0,4079,113,0.054359,-3002.492919921875,-2987.187744140625,0.2
2022/12/26-22:01:32,10115,15902,15.0,4057,114,0.068966,-3002.676513671875,-2987.187744140625,0.15
2022/12/26-22:01:34,10116,16179,18.0,4082,172,0.054954,-3006.74267578125,-2987.187744140625,0.1
2022/12/26-22:01:35,10117,16356,15.0,4060,150,0.070509,-3005.45654296875,-2987.187744140625,0.1
2022/12/26-22:01:35,10118,16480,7.0,4050,106,0.060672,-3005.6484375,-2987.187744140625,0.1
2022/12/26-22:01:35,10119,16480,10.0,4089,125,0.054786,-3005.6484375,-2987.187744140625,0.1
2022/12/26-22:01:37,10120,16802,12.0,4057,116,0.068772,-3009.002197265625,-2987.187744140625,0.15
2022/12/26-22:01:38,10121,16917,13.0,4047,158,0.052590,-3008.7353515625,-2987.187744140625,0.1
2022/12/26-22:01:38,10122,16992,15.0,4098,143,0.079310,-3008.494384765625,-2987.187744140625,0.1
2022/12/26-22:01:40,10123,17264,14.0,4079,172,0.055826,-3014.376220703125,-2987.187744140625,0.2
2022/12/26-22:01:40,10124,17298,9.0,4060,114,0.068713,-3015.48095703125,-2987.187744140625,0.1
2022/12/26-22:01:41,10125,17372,9.0,4050,113,0.059555,-3018.09912109375,-2987.187744140625,0.1
2022/12/26-22:01:41,10126,17463,14.0,4082,156,0.053092,-3017.9658203125,-2987.187744140625,0.1
2022/12/26-22:01:42,10127,17629,13.0,4089,148,0.053768,-3018.036376953125,-2987.187744140625,0.1
2022/12/26-22:01:43,10128,17837,11.0,4098,104,0.080393,-3015.01220703125,-2987.187744140625,0.1
2022/12/26-22:01:45,10129,18174,17.0,4057,176,0.069901,-3017.785888671875,-2987.187744140625,0.15
2022/12/26-22:01:45,10130,18188,18.0,4047,164,0.052630,-3017.360595703125,-2987.187744140625,0.1
2022/12/26-22:01:46,10131,18251,5.0,4089,77,0.052706,-3018.7548828125,-2987.187744140625,0.1
2022/12/26-22:01:46,10132,18328,12.0,4050,117,0.059762,-3019.228759765625,-2987.187744140625,0.1
2022/12/26-22:01:47,10133,18401,9.0,4082,119,0.052178,-3022.017578125,-2987.187744140625,0.1
2022/12/26-22:01:47,10134,18426,12.0,4079,149,0.053911,-3022.17138671875,-2987.187744140625,0.2
2022/12/26-22:01:49,10135,18788,20.0,4060,186,0.068994,-3016.927978515625,-2987.187744140625,0.1
2022/12/26-22:01:50,10136,18959,5.0,4089,81,0.051512,-3015.121337890625,-2987.187744140625,0.1
2022/12/26-22:01:50,10137,19016,15.0,4047,107,0.051674,-3013.397705078125,-2987.187744140625,0.1
2022/12/26-22:01:51,10138,19152,7.0,4079,95,0.054008,-3015.0751953125,-2987.187744140625,0.2
2022/12/26-22:01:52,10139,19264,10.0,4057,134,0.068211,-3014.280517578125,-2987.187744140625,0.15
2022/12/26-22:01:52,10140,19403,22.0,4098,195,0.078336,-3014.682373046875,-2987.187744140625,0.1
2022/12/26-22:01:53,10141,19595,17.0,4050,152,0.058786,-3016.563232421875,-2987.187744140625,0.1
2022/12/26-22:01:54,10142,19708,13.0,4082,161,0.051911,-3017.995361328125,-2987.187744140625,0.1
2022/12/26-22:01:55,10143,19793,6.0,4079,85,0.052992,-3017.74853515625,-2987.187744140625,0.2
2022/12/26-22:01:55,10144,19940,15.0,4060,142,0.069937,-3015.44189453125,-2987.187744140625,0.1
2022/12/26-22:01:56,10145,19995,10.0,4089,125,0.050613,-3015.602294921875,-2987.187744140625,0.1
2022/12/26-22:01:57,10146,20203,13.0,4047,151,0.051116,-3019.688720703125,-2987.187744140625,0.1
2022/12/26-22:01:57,10147,20262,16.0,4098,117,0.076093,-3023.45068359375,-2987.187744140625,0.1
2022/12/26-22:01:59,10148,20523,13.0,4057,153,0.066645,-3027.367431640625,-2987.187744140625,0.15
2022/12/26-22:02:00,10149,20657,17.0,4050,131,0.060587,-3030.3759765625,-2987.187744140625,0.1
2022/12/26-22:02:00,10150,20760,10.0,4089,96,0.051464,-3030.521484375,-2987.187744140625,0.1
2022/12/26-22:02:00,10151,20783,17.0,4082,139,0.054675,-3030.4453125,-2987.187744140625,0.1
2022/12/26-22:02:01,10152,20862,14.0,4079,135,0.053569,-3028.399658203125,-2987.187744140625,0.2
2022/12/26-22:02:01,10153,20901,9.0,4060,115,0.067710,-3027.20556640625,-2987.187744140625,0.1
2022/12/26-22:02:03,10154,21212,9.0,4098,118,0.074148,-3016.934326171875,-2987.187744140625,0.1
2022/12/26-22:02:03,10155,21331,12.0,4047,141,0.049442,-3018.925537109375,-2987.187744140625,0.1
2022/12/26-22:02:05,10156,21558,7.0,4082,99,0.053748,-3026.692138671875,-2987.187744140625,0.1
2022/12/26-22:02:05,10157,21660,10.0,4050,126,0.059079,-3027.691650390625,-2987.187744140625,0.1
2022/12/26-22:02:06,10158,21729,7.0,4079,101,0.053921,-3027.355712890625,-2987.187744140625,0.2
2022/12/26-22:02:06,10159,21747,13.0,4057,144,0.065787,-3027.271728515625,-2987.187744140625,0.15
2022/12/26-22:02:07,10160,21894,10.0,4089,134,0.050818,-3028.486328125,-2987.187744140625,0.1
2022/12/26-22:02:09,10161,22225,23.0,4060,179,0.069106,-3029.22216796875,-2987.187744140625,0.1
2022/12/26-22:02:09,10162,22243,10.0,4098,126,0.072222,-3029.5888671875,-2987.187744140625,0.1
2022/12/26-22:02:09,10163,22307,13.0,4082,93,0.053439,-3029.81103515625,-2987.187744140625,0.1
2022/12/26-22:02:10,10164,22377,17.0,4047,143,0.053693,-3030.26025390625,-2987.187744140625,0.1
2022/12/26-22:02:12,10165,22713,11.0,4050,129,0.057518,-3029.312744140625,-2987.187744140625,0.1
2022/12/26-22:02:13,10166,22976,14.0,4057,156,0.063157,-3026.470947265625,-2987.187744140625,0.15
2022/12/26-22:02:14,10167,22996,21.0,4089,137,0.052516,-3026.193359375,-2987.187744140625,0.1
2022/12/26-22:02:14,10168,23020,17.0,4079,169,0.056301,-3027.68896484375,-2987.187744140625,0.2
2022/12/26-22:02:15,10169,23204,12.0,4060,120,0.069301,-3032.91845703125,-2987.187744140625,0.1
2022/12/26-22:02:16,10170,23417,15.0,4082,139,0.056823,-3039.01904296875,-2987.187744140625,0.1
2022/12/26-22:02:17,10171,23563,15.0,4047,146,0.053202,-3036.355712890625,-2987.187744140625,0.1
2022/12/26-22:02:18,10172,23673,16.0,4098,179,0.072006,-3034.457275390625,-2987.187744140625,0.1
2022/12/26-22:02:18,10173,23812,11.0,4050,138,0.056775,-3031.046630859375,-2987.187744140625,0.1
2022/12/26-22:02:19,10174,23842,14.0,4079,104,0.057372,-3029.98095703125,-2987.187744140625,0.2
2022/12/26-22:02:19,10175,23882,9.0,4057,118,0.062974,-3030.76708984375,-2987.187744140625,0.15
2022/12/26-22:02:23,10176,24308,12.0,4089,161,0.051756,-3029.420166015625,-2987.187744140625,0.1
2022/12/26-22:02:23,10177,24374,13.0,4060,142,0.068339,-3030.7998046875,-2987.187744140625,0.1
2022/12/26-22:02:24,10178,24390,6.0,4098,87,0.070985,-3030.23095703125,-2987.187744140625,0.1
2022/12/26-22:02:26,10179,24741,16.0,4082,165,0.057636,-3031.24267578125,-2987.187744140625,0.1
2022/12/26-22:02:26,10180,24750,13.0,4047,153,0.054237,-3031.87158203125,-2987.187744140625,0.1
2022/12/26-22:02:26,10181,24773,9.0,4079,116,0.057810,-3032.262451171875,-2987.187744140625,0.2
2022/12/26-22:02:26,10182,24789,10.0,4050,121,0.057435,-3032.485107421875,-2987.187744140625,0.1
2022/12/26-22:02:27,10183,24865,12.0,4057,122,0.062940,-3030.878173828125,-2987.187744140625,0.15
2022/12/26-22:02:29,10184,25232,9.0,4089,116,0.050752,-3031.089111328125,-2987.187744140625,0.1
2022/12/26-22:02:30,10185,25390,9.0,4098,119,0.069121,-3032.97021484375,-2987.187744140625,0.1
2022/12/26-22:02:30,10186,25466,5.0,4047,85,0.054431,-3034.4150390625,-2987.187744140625,0.1
2022/12/26-22:02:30,10187,25501,11.0,4082,102,0.056617,-3034.188232421875,-2987.187744140625,0.1
2022/12/26-22:02:31,10188,25505,12.0,4057,83,0.062354,-3034.135986328125,-2987.187744140625,0.15
2022/12/26-22:02:31,10189,25568,14.0,4079,98,0.057952,-3035.278076171875,-2987.187744140625,0.2
2022/12/26-22:02:31,10190,25599,13.0,4060,150,0.066858,-3035.563232421875,-2987.187744140625,0.1
2022/12/26-22:02:32,10191,25845,11.0,4050,136,0.055849,-3042.1240234375,-2987.187744140625,0.1
2022/12/26-22:02:35,10192,26347,7.0,4057,103,0.061485,-3041.27685546875,-2987.187744140625,0.15
2022/12/26-22:02:36,10193,26366,9.0,4082,112,0.056751,-3043.02197265625,-2987.187744140625,0.1
2022/12/26-22:02:36,10194,26463,9.0,4047,123,0.053141,-3042.49169921875,-2987.187744140625,0.1
2022/12/26-22:02:37,10195,26561,13.0,4089,154,0.052431,-3041.198486328125,-2987.187744140625,0.1
2022/12/26-22:02:37,10196,26633,15.0,4098,158,0.069878,-3042.168701171875,-2987.187744140625,0.1
2022/12/26-22:02:37,10197,26656,11.0,4079,133,0.057057,-3041.596435546875,-2987.187744140625,0.2
2022/12/26-22:02:38,10198,26727,15.0,4060,145,0.065204,-3041.3916015625,-2987.187744140625,0.1
2022/12/26-22:02:39,10199,26946,12.0,4050,140,0.055059,-3042.63427734375,-2987.187744140625,0.1
2022/12/26-22:02:41,10200,27198,11.0,4082,103,0.056454,-3040.50537109375,-2987.187744140625,0.1
2022/12/26-22:02:41,10201,27319,10.0,4079,96,0.056511,-3038.85498046875,-2987.187744140625,0.2
2022/12/26-22:02:41,10202,27327,10.0,4057,129,0.060685,-3039.1943359375,-2987.187744140625,0.15
2022/12/26-22:02:42,10203,27521,11.0,4047,127,0.051777,-3040.091552734375,-2987.187744140625,0.1
2022/12/26-22:02:43,10204,27679,10.0,4060,118,0.063987,-3038.899169921875,-2987.187744140625,0.1
2022/12/26-22:02:44,10205,27766,11.0,4098,132,0.068802,-3038.863037109375,-2987.187744140625,0.1
2022/12/26-22:02:45,10206,27984,9.0,4057,85,0.061652,-3039.221923828125,-2987.187744140625,0.15
2022/12/26-22:02:45,10207,28022,19.0,4089,184,0.051726,-3040.6826171875,-2987.187744140625,0.1
2022/12/26-22:02:46,10208,28174,17.0,4050,155,0.055296,-3038.343505859375,-2987.187744140625,0.1
2022/12/26-22:02:47,10209,28288,9.0,4079,121,0.056671,-3038.680908203125,-2987.187744140625,0.2
2022/12/26-22:02:47,10210,28318,15.0,4082,143,0.056838,-3038.111083984375,-2987.187744140625,0.1
2022/12/26-22:02:48,10211,28542,10.0,4047,125,0.051066,-3037.506591796875,-2987.187744140625,0.1
2022/12/26-22:02:50,10212,28795,14.0,4098,128,0.067564,-3033.1826171875,-2987.187744140625,0.1
2022/12/26-22:02:50,10213,28833,18.0,4060,142,0.064432,-3033.017578125,-2987.187744140625,0.1
2022/12/26-22:02:51,10214,29047,11.0,4050,109,0.056271,-3033.140869140625,-2987.187744140625,0.1
2022/12/26-22:02:51,10215,29061,14.0,4057,134,0.063928,-3033.2666015625,-2987.187744140625,0.15
2022/12/26-22:02:52,10216,29175,11.0,4089,151,0.051304,-3031.383056640625,-2987.187744140625,0.1
2022/12/26-22:02:53,10217,29359,10.0,4079,131,0.058040,-3027.702880859375,-2987.187744140625,0.2
2022/12/26-22:02:53,10218,29398,8.0,4047,107,0.050830,-3028.44482421875,-2987.187744140625,0.1
2022/12/26-22:02:55,10219,29684,17.0,4082,162,0.056601,-3031.46435546875,-2987.187744140625,0.1
2022/12/26-22:02:56,10220,29843,14.0,4098,134,0.066072,-3030.714599609375,-2987.187744140625,0.1
2022/12/26-22:02:56,10221,29884,15.0,4060,131,0.062881,-3028.5673828125,-2987.187744140625,0.1
2022/12/26-22:02:56,10222,29947,9.0,4057,115,0.064833,-3027.427734375,-2987.187744140625,0.15
2022/12/26-22:02:57,10223,30032,14.0,4089,107,0.050969,-3026.932861328125,-2987.187744140625,0.1
2022/12/26-22:02:58,10224,30266,7.0,4079,112,0.057577,-3030.559326171875,-2987.187744140625,0.2
2022/12/26-22:02:59,10225,30440,15.0,4050,169,0.057807,-3033.72509765625,-2987.187744140625,0.1
2022/12/26-22:03:01,10226,30770,11.0,4082,137,0.056518,-3034.384521484375,-2987.187744140625,0.1
2022/12/26-22:03:01,10227,30808,21.0,4047,185,0.051907,-3035.248779296875,-2987.187744140625,0.1
2022/12/26-22:03:02,10228,30873,10.0,4057,120,0.064119,-3037.134521484375,-2987.187744140625,0.15
2022/12/26-22:03:02,10229,30895,10.0,4060,126,0.061614,-3037.564697265625,-2987.187744140625,0.1
2022/12/26-22:03:03,10230,31043,10.0,4089,122,0.050013,-3039.302001953125,-2987.187744140625,0.1
2022/12/26-22:03:03,10231,31078,6.0,4050,82,0.057943,-3040.58447265625,-2987.187744140625,0.1
2022/12/26-22:03:04,10232,31283,11.0,4079,126,0.056896,-3042.84130859375,-2987.187744140625,0.2
2022/12/26-22:03:05,10233,31391,18.0,4098,188,0.064684,-3043.07080078125,-2987.187744140625,0.1
2022/12/26-22:03:06,10234,31726,14.0,4060,101,0.060771,-3047.568359375,-2987.187744140625,0.1
2022/12/26-22:03:07,10235,31763,3.0,4079,59,0.056361,-3047.897705078125,-2987.187744140625,0.2
2022/12/26-22:03:07,10236,31857,10.0,4089,100,0.050685,-3046.94287109375,-2987.187744140625,0.1
2022/12/26-22:03:08,10237,31995,12.0,4057,138,0.063416,-3047.40283203125,-2987.187744140625,0.15
2022/12/26-22:03:08,10238,32010,17.0,4082,152,0.058049,-3046.59375,-2987.187744140625,0.1
2022/12/26-22:03:08,10239,32062,17.0,4047,163,0.050635,-3046.735107421875,-2987.187744140625,0.1
2022/12/26-22:03:09,10240,32126,18.0,4050,129,0.057592,-3046.46435546875,-2987.187744140625,0.1
2022/12/26-22:03:10,10241,32286,3.0,4089,58,0.050495,-3047.716796875,-2987.187744140625,0.1
2022/12/26-22:03:10,10242,32355,13.0,4098,120,0.064437,-3047.65771484375,-2987.187744140625,0.1
2022/12/26-22:03:13,10243,32776,7.0,4057,97,0.062616,-3055.19482421875,-2987.187744140625,0.15
2022/12/26-22:03:13,10244,32820,13.0,4047,90,0.050896,-3057.052001953125,-2987.187744140625,0.1
2022/12/26-22:03:14,10245,33006,10.0,4082,130,0.057188,-3060.470703125,-2987.187744140625,0.1
2022/12/26-22:03:14,10246,33011,18.0,4060,169,0.059613,-3060.97265625,-2987.187744140625,0.1
2022/12/26-22:03:14,10247,33033,11.0,4050,106,0.056511,-3061.326904296875,-2987.187744140625,0.1
2022/12/26-22:03:14,10248,33057,17.0,4079,163,0.056874,-3061.578125,-2987.187744140625,0.2
2022/12/26-22:03:16,10249,33382,12.0,4098,129,0.066195,-3060.7060546875,-2987.187744140625,0.1
2022/12/26-22:03:16,10250,33417,11.0,4089,139,0.049845,-3060.352783203125,-2987.187744140625,0.1
2022/12/26-22:03:19,10251,33869,15.0,4057,140,0.062408,-3059.098388671875,-2987.187744140625,0.15
2022/12/26-22:03:20,10252,34004,16.0,4047,147,0.051379,-3058.559326171875,-2987.187744140625,0.1
2022/12/26-22:03:21,10253,34129,15.0,4079,134,0.057309,-3061.789306640625,-2987.187744140625,0.2
2022/12/26-22:03:21,10254,34156,11.0,4082,146,0.056996,-3062.704833984375,-2987.187744140625,0.1
